jp_name	cn_name	aliases	jp_profile_id	cn_profile_id	voice_archetype	cv_jp	gender	personality_tags	confidence	source_url	notes	jp_voice_name	jp_style	jp_pitch	jp_rate	cn_voice_name	cn_style	cn_pitch	cn_rate
ドブルイニャ・ニキチッチ	多布雷尼亚·尼基季奇	ドブルイニャニキチッチ|ドブルイニャ|ニキチッチ|多布雷尼亚|尼基季奇	auto_b038d84eba_jp	auto_b038d84eba_cn	female_noble	峯田茉優	female	noble,formal,commanding	atlas	https://api.atlasacademy.io/export/JP/nice_servant_lore.json	atlas metadata; auto voice draft; tune in term_builder/character_voice_overrides.tsv; atlas class=rider	ja-JP-AoiNeural		-3%	0.95	zh-CN-XiaoxiaoNeural	serious	-1%	1.00
ビーストⅣ	BeastⅣ	ビーストIV	auto_60ab881846_jp	auto_60ab881846_cn	female_bright	斎藤千和	female	bright,clever,energetic	atlas	https://api.atlasacademy.io/export/JP/nice_servant_lore.json	atlas metadata; auto voice draft; tune in term_builder/character_voice_overrides.tsv; atlas class=beastIV	ja-JP-AoiNeural		+3%	1.07	zh-CN-XiaoyiNeural	cheerful	-1%	1.05
闇のコヤンスカヤ	暗之高扬斯卡娅		auto_9735d042d4_jp	auto_9735d042d4_cn	female_shadow	斎藤千和	female	dark,controlled,severe	atlas	https://api.atlasacademy.io/export/JP/nice_servant_lore.json	atlas metadata; auto voice draft; tune in term_builder/character_voice_overrides.tsv; atlas class=foreigner	ja-JP-NanamiNeural		-7%	0.94	zh-CN-XiaoxiaoNeural	serious	-6%	0.93
ヘファイスティオン	赫费斯提翁		auto_87ace05475_jp	auto_87ace05475_cn	female_mystic	大地葉	female	mystic,soft,measured	atlas	https://api.atlasacademy.io/export/JP/nice_servant_lore.json	atlas metadata; auto voice draft; tune in term_builder/character_voice_overrides.tsv; atlas class=pretender	ja-JP-NanamiNeural		+1%	0.96	zh-CN-XiaoxiaoNeural	calm	-4%	0.94
マナナン・マク・リール	马纳南·麦克·利尔	マナナンマクリール|マナナン|リール|马纳南	auto_964bff0e28_jp	auto_964bff0e28_cn	female_gentle		female	gentle,kind,youthful	auto		auto draft; tune in term_builder/character_voice_overrides.tsv	ja-JP-NanamiNeural	chat	+5%	0.99	zh-CN-XiaoxiaoNeural	gentle	+6%	0.95
バゼット	巴泽特		auto_cad731b059_jp	auto_cad731b059_cn	female_shadow	生天目仁美	female	dark,controlled,severe	atlas	https://api.atlasacademy.io/export/JP/nice_servant_lore.json	atlas metadata; auto voice draft; tune in term_builder/character_voice_overrides.tsv; atlas class=alterEgo	ja-JP-NanamiNeural		-2%	0.91	zh-CN-XiaoxiaoNeural	serious	-4%	0.91
徴姉妹	征氏姐妹		auto_8b63aa58b7_jp	auto_8b63aa58b7_cn	female_noble	近藤玲奈＆伊藤かな恵	female	noble,formal,commanding	atlas	https://api.atlasacademy.io/export/JP/nice_servant_lore.json	atlas metadata; auto voice draft; tune in term_builder/character_voice_overrides.tsv; atlas class=saber	ja-JP-AoiNeural		+1%	0.96	zh-CN-XiaoxiaoNeural	serious	0%	0.94
太歳星君	太岁星君		auto_7399a00591_jp	auto_7399a00591_cn	alter_shadow	南央美＆河西健吾	male	dark,controlled,severe	atlas	https://api.atlasacademy.io/export/JP/nice_servant_lore.json	atlas metadata; auto voice draft; tune in term_builder/character_voice_overrides.tsv; atlas class=alterEgo	ja-JP-NaokiNeural		-2%	0.93	zh-CN-YunxiNeural	serious	-3%	0.91
スーパーバニヤン	超级班扬		auto_9f489c9782_jp	auto_9f489c9782_cn	female_shadow	小見川千明＆米澤円＆高橋李依	female	dark,controlled,severe	atlas	https://api.atlasacademy.io/export/JP/nice_servant_lore.json	atlas metadata; auto voice draft; tune in term_builder/character_voice_overrides.tsv; atlas class=alterEgo	ja-JP-NanamiNeural		-5%	0.94	zh-CN-XiaoxiaoNeural	serious	-7%	0.91
大黒天	大黑天		auto_acfd50eb69_jp	auto_acfd50eb69_cn	female_shadow	武田華	female	dark,controlled,severe	atlas	https://api.atlasacademy.io/export/JP/nice_servant_lore.json	atlas metadata; auto voice draft; tune in term_builder/character_voice_overrides.tsv; atlas class=caster	ja-JP-NanamiNeural		-2%	0.92	zh-CN-XiaoxiaoNeural	serious	-4%	0.92
メアリー・アニング	玛丽·安宁	メアリーアニング|アニング	auto_8a6a6d4ca4_jp	auto_8a6a6d4ca4_cn	female_noble	長縄まりあ	female	noble,formal,commanding	atlas	https://api.atlasacademy.io/export/JP/nice_servant_lore.json	atlas metadata; auto voice draft; tune in term_builder/character_voice_overrides.tsv; atlas class=lancer	ja-JP-AoiNeural		+3%	1.01	zh-CN-XiaoxiaoNeural	serious	+2%	0.96
コンスタンティノス11世	君士坦丁十一世		auto_e989c6e7a3_jp	auto_e989c6e7a3_cn	male_heroic	神尾晋一郎	male	heroic,firm,strong	atlas	https://api.atlasacademy.io/export/JP/nice_servant_lore.json	atlas metadata; auto voice draft; tune in term_builder/character_voice_overrides.tsv; atlas class=rider	ja-JP-DaichiNeural		-5%	0.98	zh-CN-YunyeNeural	serious	-4%	0.99
シャルルマーニュ	查理曼		auto_6590abd91b_jp	auto_6590abd91b_cn	male_heroic	木村良平	male	heroic,firm,strong	atlas	https://api.atlasacademy.io/export/JP/nice_servant_lore.json	atlas metadata; auto voice draft; tune in term_builder/character_voice_overrides.tsv; atlas class=saber	ja-JP-DaichiNeural		-2%	1.03	zh-CN-YunyeNeural	serious	-5%	1.00
ローラン	罗兰		auto_cd96aa4fab_jp	auto_cd96aa4fab_cn	male_heroic	寺島拓篤	male	heroic,firm,strong	atlas	https://api.atlasacademy.io/export/JP/nice_servant_lore.json	atlas metadata; auto voice draft; tune in term_builder/character_voice_overrides.tsv; atlas class=saber	ja-JP-DaichiNeural		-4%	1.03	zh-CN-YunyeNeural	serious	-5%	0.96
クリームヒルト	克里姆希尔德		auto_9d15ba01f4_jp	auto_9d15ba01f4_cn	female_shadow	古賀葵	female	dark,controlled,severe	atlas	https://api.atlasacademy.io/export/JP/nice_servant_lore.json	atlas metadata; auto voice draft; tune in term_builder/character_voice_overrides.tsv; atlas class=berserker	ja-JP-NanamiNeural		-3%	0.96	zh-CN-XiaoxiaoNeural	serious	-3%	0.94
ジェームズ・モリアーティ	詹姆斯·莫里亚蒂	ジェームズモリアーティ|ジェームズ|モリアーティ|詹姆斯|莫里亚蒂	auto_997a62c477_jp	auto_997a62c477_cn	male_bright	土師孝也	male	bright,quick,confident	atlas	https://api.atlasacademy.io/export/JP/nice_servant_lore.json	atlas metadata; auto voice draft; tune in term_builder/character_voice_overrides.tsv; atlas class=archer	ja-JP-NaokiNeural		-4%	1.03	zh-CN-YunxiNeural	cheerful	0%	1.02
ドン・キホーテ	堂·吉诃德	ドンキホーテ|キホーテ|吉诃德	auto_8b677b14c8_jp	auto_8b677b14c8_cn	male_heroic	飛田展男＆新井里美	male	heroic,firm,strong	atlas	https://api.atlasacademy.io/export/JP/nice_servant_lore.json	atlas metadata; auto voice draft; tune in term_builder/character_voice_overrides.tsv; atlas class=lancer	ja-JP-DaichiNeural		-7%	1.01	zh-CN-YunyeNeural	serious	-1%	0.96
張角	张角		auto_681739c6c8_jp	auto_681739c6c8_cn	male_calm	千葉繁	male	calm,analytical,adult	atlas	https://api.atlasacademy.io/export/JP/nice_servant_lore.json	atlas metadata; auto voice draft; tune in term_builder/character_voice_overrides.tsv; atlas class=caster	ja-JP-NaokiNeural		-1%	0.93	zh-CN-YunxiNeural	serious	-3%	0.96
曲亭馬琴	曲亭马琴		auto_25982807ce_jp	auto_25982807ce_cn	female_noble	芹澤優＆川野剛稔	female	noble,formal,commanding	atlas	https://api.atlasacademy.io/export/JP/nice_servant_lore.json	atlas metadata; auto voice draft; tune in term_builder/character_voice_overrides.tsv; atlas class=rider	ja-JP-AoiNeural		+1%	1.00	zh-CN-XiaoxiaoNeural	serious	-2%	0.98
源為朝	源为朝		auto_c6cfb40263_jp	auto_c6cfb40263_cn	male_calm	乃村健次	male	calm,analytical,adult	atlas	https://api.atlasacademy.io/export/JP/nice_servant_lore.json	atlas metadata; auto voice draft; tune in term_builder/character_voice_overrides.tsv; atlas class=archer	ja-JP-NaokiNeural		-3%	0.95	zh-CN-YunxiNeural	serious	-6%	0.92
アーキタイプ：アース	Archetype：Earth	アーキタイプ:アース	auto_9a68c2b503_jp	auto_9a68c2b503_cn	female_mystic	長谷川育美	female	mystic,soft,measured	atlas	https://api.atlasacademy.io/export/JP/nice_servant_lore.json	atlas metadata; auto voice draft; tune in term_builder/character_voice_overrides.tsv; atlas class=moonCancer	ja-JP-NanamiNeural		+2%	0.93	zh-CN-XiaoxiaoNeural	calm	-1%	0.91
徐福	徐福		auto_12d38389c6_jp	auto_12d38389c6_cn	female_shadow	和多田美咲	female	dark,controlled,severe	atlas	https://api.atlasacademy.io/export/JP/nice_servant_lore.json	atlas metadata; auto voice draft; tune in term_builder/character_voice_overrides.tsv; atlas class=alterEgo	ja-JP-NanamiNeural		-1%	0.91	zh-CN-XiaoxiaoNeural	serious	-5%	0.94
レディ・アヴァロン	阿瓦隆女士	レディアヴァロン|アヴァロン	auto_d1bd7a5572_jp	auto_d1bd7a5572_cn	female_mystic	川澄綾子	female	mystic,soft,measured	atlas	https://api.atlasacademy.io/export/JP/nice_servant_lore.json	atlas metadata; auto voice draft; tune in term_builder/character_voice_overrides.tsv; atlas class=pretender	ja-JP-NanamiNeural		-2%	0.94	zh-CN-XiaoxiaoNeural	calm	+2%	0.91
武則天	武则天		auto_85bb4884ba_jp	auto_85bb4884ba_cn	female_mystic	井澤詩織	female	mystic,soft,measured	atlas	https://api.atlasacademy.io/export/JP/nice_servant_lore.json	atlas metadata; auto voice draft; tune in term_builder/character_voice_overrides.tsv; atlas class=assassin	ja-JP-NanamiNeural		-1%	0.91	zh-CN-XiaoxiaoNeural	calm	-3%	0.96
スルーズ	斯露德		auto_226b868d91_jp	auto_226b868d91_cn	female_mystic	雨宮天	female	mystic,soft,measured	atlas	https://api.atlasacademy.io/export/JP/nice_servant_lore.json	atlas metadata; auto voice draft; tune in term_builder/character_voice_overrides.tsv; atlas class=assassin	ja-JP-NanamiNeural		-1%	0.94	zh-CN-XiaoxiaoNeural	calm	0%	0.95
ヒルド	希露德		auto_30bbeffaae_jp	auto_30bbeffaae_cn	female_mystic	小松未可子	female	mystic,soft,measured	atlas	https://api.atlasacademy.io/export/JP/nice_servant_lore.json	atlas metadata; auto voice draft; tune in term_builder/character_voice_overrides.tsv; atlas class=assassin	ja-JP-NanamiNeural		-2%	0.95	zh-CN-XiaoxiaoNeural	calm	+1%	0.95
オルトリンデ	奥特琳德		auto_1f43226646_jp	auto_1f43226646_cn	female_mystic	田中美海	female	mystic,soft,measured	atlas	https://api.atlasacademy.io/export/JP/nice_servant_lore.json	atlas metadata; auto voice draft; tune in term_builder/character_voice_overrides.tsv; atlas class=assassin	ja-JP-NanamiNeural		-3%	0.92	zh-CN-XiaoxiaoNeural	calm	+2%	0.95
千利休	千利休		auto_31e7289f77_jp	auto_31e7289f77_cn	female_shadow	園崎未恵	female	dark,controlled,severe	atlas	https://api.atlasacademy.io/export/JP/nice_servant_lore.json	atlas metadata; auto voice draft; tune in term_builder/character_voice_overrides.tsv; atlas class=berserker	ja-JP-NanamiNeural		-7%	0.92	zh-CN-XiaoxiaoNeural	serious	-1%	0.94
山南敬助	山南敬助		auto_6e3bd4f951_jp	auto_6e3bd4f951_cn	male_heroic	平川大輔	male	heroic,firm,strong	atlas	https://api.atlasacademy.io/export/JP/nice_servant_lore.json	atlas metadata; auto voice draft; tune in term_builder/character_voice_overrides.tsv; atlas class=saber	ja-JP-DaichiNeural		-5%	1.00	zh-CN-YunyeNeural	serious	-1%	0.97
壱与	壹与		auto_63162ec442_jp	auto_63162ec442_cn	female_noble	小澤亜李	female	noble,formal,commanding	atlas	https://api.atlasacademy.io/export/JP/nice_servant_lore.json	atlas metadata; auto voice draft; tune in term_builder/character_voice_overrides.tsv; atlas class=ruler	ja-JP-AoiNeural		-1%	1.00	zh-CN-XiaoxiaoNeural	serious	0%	0.99
呼延灼	呼延灼		auto_998db704c9_jp	auto_998db704c9_cn	female_mystic	石見舞菜香	female	mystic,soft,measured	atlas	https://api.atlasacademy.io/export/JP/nice_servant_lore.json	atlas metadata; auto voice draft; tune in term_builder/character_voice_overrides.tsv; atlas class=assassin	ja-JP-NanamiNeural		0%	0.95	zh-CN-XiaoxiaoNeural	calm	+1%	0.93
黄飛虎	黄飞虎		auto_6830dcc278_jp	auto_6830dcc278_cn	male_heroic	笠間淳＆斎賀みつき	male	heroic,firm,strong	atlas	https://api.atlasacademy.io/export/JP/nice_servant_lore.json	atlas metadata; auto voice draft; tune in term_builder/character_voice_overrides.tsv; atlas class=rider	ja-JP-DaichiNeural		-1%	1.01	zh-CN-YunyeNeural	serious	-6%	1.01
九紋竜エリザ	九纹龙伊丽莎		auto_6e39dade05_jp	auto_6e39dade05_cn	female_mystic	大久保瑠美	female	mystic,soft,measured	atlas	https://api.atlasacademy.io/export/JP/nice_servant_lore.json	atlas metadata; auto voice draft; tune in term_builder/character_voice_overrides.tsv; atlas class=pretender	ja-JP-NanamiNeural		+1%	0.91	zh-CN-XiaoxiaoNeural	calm	+1%	0.97
ブリトマート	布里托玛特		auto_7a817b2dd8_jp	auto_7a817b2dd8_cn	female_noble	若林直美	female	noble,formal,commanding	atlas	https://api.atlasacademy.io/export/JP/nice_servant_lore.json	atlas metadata; auto voice draft; tune in term_builder/character_voice_overrides.tsv; atlas class=lancer	ja-JP-AoiNeural		+3%	1.00	zh-CN-XiaoxiaoNeural	serious	-3%	0.94
グレゴリー・ラスプーチン	格里戈里·拉斯普京	グレゴリーラスプーチン|グレゴリー|ラスプーチン|格里戈里|拉斯普京	auto_e5a9af4600_jp	auto_e5a9af4600_cn	alter_shadow	中田譲治	male	dark,controlled,severe	atlas	https://api.atlasacademy.io/export/JP/nice_servant_lore.json	atlas metadata; auto voice draft; tune in term_builder/character_voice_overrides.tsv; atlas class=alterEgo	ja-JP-NaokiNeural		-4%	0.92	zh-CN-YunxiNeural	serious	-2%	0.91
ニトクリス・オルタ	尼托克丽丝·Alter	ニトクリスオルタ|ニトクリス|尼托克丽丝	auto_1442526ddc_jp	auto_1442526ddc_cn	female_shadow	田中美海	female	dark,controlled,severe	atlas	https://api.atlasacademy.io/export/JP/nice_servant_lore.json	atlas metadata; auto voice draft; tune in term_builder/character_voice_overrides.tsv; atlas class=avenger	ja-JP-NanamiNeural		-3%	0.93	zh-CN-XiaoxiaoNeural	serious	-5%	0.97
テスカトリポカ	特斯卡特利波卡		auto_e9fdd7347f_jp	auto_e9fdd7347f_cn	male_calm	三上哲	male	calm,analytical,adult	atlas	https://api.atlasacademy.io/export/JP/nice_servant_lore.json	atlas metadata; auto voice draft; tune in term_builder/character_voice_overrides.tsv; atlas class=assassin	ja-JP-NaokiNeural		0%	0.95	zh-CN-YunxiNeural	serious	-6%	0.91
トラロック	特拉洛克		auto_cbb01bd730_jp	auto_cbb01bd730_cn	female_mystic	本多真梨子	female	mystic,soft,measured	atlas	https://api.atlasacademy.io/export/JP/nice_servant_lore.json	atlas metadata; auto voice draft; tune in term_builder/character_voice_overrides.tsv; atlas class=pretender	ja-JP-NanamiNeural		+1%	0.91	zh-CN-XiaoxiaoNeural	calm	-4%	0.93
ククルカン	库库尔坎		auto_d7f029b16d_jp	auto_d7f029b16d_cn	female_mystic	諏訪彩花	female	mystic,soft,measured	atlas	https://api.atlasacademy.io/export/JP/nice_servant_lore.json	atlas metadata; auto voice draft; tune in term_builder/character_voice_overrides.tsv; atlas class=foreigner	ja-JP-NanamiNeural		-3%	0.96	zh-CN-XiaoxiaoNeural	calm	+1%	0.93
女教皇ヨハンナ	女教皇若安		auto_edbca2c0a2_jp	auto_edbca2c0a2_cn	female_noble	日岡なつみ	female	noble,formal,commanding	atlas	https://api.atlasacademy.io/export/JP/nice_servant_lore.json	atlas metadata; auto voice draft; tune in term_builder/character_voice_overrides.tsv; atlas class=ruler	ja-JP-AoiNeural		+1%	0.98	zh-CN-XiaoxiaoNeural	serious	+3%	0.95
高杉晋作	高杉晋作		auto_88a7178b71_jp	auto_88a7178b71_cn	male_calm	柿原徹也	male	calm,analytical,adult	atlas	https://api.atlasacademy.io/export/JP/nice_servant_lore.json	atlas metadata; auto voice draft; tune in term_builder/character_voice_overrides.tsv; atlas class=archer	ja-JP-NaokiNeural		-2%	0.96	zh-CN-YunxiNeural	serious	-1%	0.92
ラーヴァ	幼体		auto_c2f906d6d4_jp	auto_c2f906d6d4_cn	child_light		neutral	young,light,playful	auto		auto draft; tune in term_builder/character_voice_overrides.tsv	ja-JP-NanamiNeural	chat	+9%	1.06	zh-CN-XiaoyiNeural	cheerful	+8%	1.08
ソドムズビースト	所多玛之兽		auto_55b81345e0_jp	auto_55b81345e0_cn	female_bright		female	bright,clever,energetic	auto		auto draft; tune in term_builder/character_voice_overrides.tsv	ja-JP-AoiNeural		0%	1.03	zh-CN-XiaoyiNeural	cheerful	0%	1.03
ドラコー	德拉科		auto_6d87252c8e_jp	auto_6d87252c8e_cn	female_gentle	丹下桜	female	gentle,kind,youthful	atlas	https://api.atlasacademy.io/export/JP/nice_servant_lore.json	atlas metadata; auto voice draft; tune in term_builder/character_voice_overrides.tsv; atlas class=beast	ja-JP-NanamiNeural	chat	+3%	0.94	zh-CN-XiaoxiaoNeural	gentle	+2%	1.00
ロクスタ	洛库斯塔		auto_3a220c7ea6_jp	auto_3a220c7ea6_cn	female_mystic	紡木吏佐	female	mystic,soft,measured	atlas	https://api.atlasacademy.io/export/JP/nice_servant_lore.json	atlas metadata; auto voice draft; tune in term_builder/character_voice_overrides.tsv; atlas class=assassin	ja-JP-NanamiNeural		+1%	0.91	zh-CN-XiaoxiaoNeural	calm	-1%	0.94
セタンタ	瑟坦特		auto_a0137691d5_jp	auto_a0137691d5_cn	male_heroic	村瀬歩	male	heroic,firm,strong	atlas	https://api.atlasacademy.io/export/JP/nice_servant_lore.json	atlas metadata; auto voice draft; tune in term_builder/character_voice_overrides.tsv; atlas class=saber	ja-JP-DaichiNeural		-7%	0.99	zh-CN-YunyeNeural	serious	-2%	0.99
果心居士	果心居士		auto_f6b83b63f3_jp	auto_f6b83b63f3_cn	female_gentle	瀬戸麻沙美	unknown	gentle,kind,youthful	atlas	https://api.atlasacademy.io/export/JP/nice_servant_lore.json	atlas metadata; auto voice draft; tune in term_builder/character_voice_overrides.tsv; atlas class=assassin	ja-JP-NanamiNeural	chat	+4%	0.97	zh-CN-XiaoxiaoNeural	gentle	+4%	0.95
ビーマ	怖军		auto_8221bcc461_jp	auto_8221bcc461_cn	male_heroic	江口拓也	male	heroic,firm,strong	atlas	https://api.atlasacademy.io/export/JP/nice_servant_lore.json	atlas metadata; auto voice draft; tune in term_builder/character_voice_overrides.tsv; atlas class=lancer	ja-JP-DaichiNeural		-2%	0.98	zh-CN-YunyeNeural	serious	-4%	0.96
ドゥリーヨダナ	难敌		auto_efa184080b_jp	auto_efa184080b_cn	male_gruff	藤沼建人	male	rough,proud,heavy	atlas	https://api.atlasacademy.io/export/JP/nice_servant_lore.json	atlas metadata; auto voice draft; tune in term_builder/character_voice_overrides.tsv; atlas class=berserker	ja-JP-DaichiNeural		-9%	0.94	zh-CN-YunyeNeural	disgruntled	-3%	0.98
ドゥルガー	杜尔伽		auto_74eac1a88f_jp	auto_74eac1a88f_cn	female_cool	下屋則子	female	cool,controlled,quiet	atlas	https://api.atlasacademy.io/export/JP/nice_servant_lore.json	atlas metadata; auto voice draft; tune in term_builder/character_voice_overrides.tsv; atlas class=archer	ja-JP-NanamiNeural		-2%	0.93	zh-CN-XiaoxiaoNeural	calm	-1%	0.96
雨の魔女トネリコ	雨之魔女梣		auto_5e7757049e_jp	auto_5e7757049e_cn	female_mystic	石川由依	female	mystic,soft,measured	atlas	https://api.atlasacademy.io/export/JP/nice_servant_lore.json	atlas metadata; auto voice draft; tune in term_builder/character_voice_overrides.tsv; atlas class=caster	ja-JP-NanamiNeural		+2%	0.95	zh-CN-XiaoxiaoNeural	calm	+2%	0.95
ノクナレア・ヤラアーンドゥ	诺克娜蕾·雅兰杜	ノクナレアヤラアーンドゥ|ノクナレア|ヤラアーンドゥ|诺克娜蕾|雅兰杜	auto_dcc2d4510b_jp	auto_dcc2d4510b_cn	female_mystic	佐倉綾音	female	mystic,soft,measured	atlas	https://api.atlasacademy.io/export/JP/nice_servant_lore.json	atlas metadata; auto voice draft; tune in term_builder/character_voice_overrides.tsv; atlas class=foreigner	ja-JP-NanamiNeural		0%	0.96	zh-CN-XiaoxiaoNeural	calm	+1%	0.97
メリュジーヌ	梅柳齐娜		auto_f5af000613_jp	auto_f5af000613_cn	female_noble	高野麻里佳	female	noble,formal,commanding	atlas	https://api.atlasacademy.io/export/JP/nice_servant_lore.json	atlas metadata; auto voice draft; tune in term_builder/character_voice_overrides.tsv; atlas class=ruler	ja-JP-AoiNeural		+3%	0.99	zh-CN-XiaoxiaoNeural	serious	+1%	0.95
メリュジーヌ・オンディーヌ	梅柳齐娜·翁蒂娜	メリュジーヌオンディーヌ|メリュジーヌ|オンディーヌ|梅柳齐娜|翁蒂娜	auto_955b3a5c94_jp	auto_955b3a5c94_cn	female_bright		female	bright,clever,energetic	auto		auto draft; tune in term_builder/character_voice_overrides.tsv	ja-JP-AoiNeural		+5%	1.05	zh-CN-XiaoyiNeural	cheerful	+4%	1.08
ＵＤＫ－バーゲスト	UDK－巴格斯特	UDK-バーゲスト|UDK巴格斯特	auto_ea2552cde0_jp	auto_ea2552cde0_cn	female_cool	井上麻里奈	female	cool,controlled,quiet	atlas	https://api.atlasacademy.io/export/JP/nice_servant_lore.json	atlas metadata; auto voice draft; tune in term_builder/character_voice_overrides.tsv; atlas class=archer	ja-JP-NanamiNeural		+1%	0.98	zh-CN-XiaoxiaoNeural	calm	0%	0.96
ケット・クー・ミコケル	凯特·库·米可科尔	ケットクーミコケル|ケット|ミコケル|米可科尔	auto_0344b4262b_jp	auto_0344b4262b_cn	female_mystic	和氣あず未	female	mystic,soft,measured	atlas	https://api.atlasacademy.io/export/JP/nice_servant_lore.json	atlas metadata; auto voice draft; tune in term_builder/character_voice_overrides.tsv; atlas class=pretender	ja-JP-NanamiNeural		-1%	0.90	zh-CN-XiaoxiaoNeural	calm	+1%	0.95
ワンジナ	旺吉娜		auto_e7a682571b_jp	auto_e7a682571b_cn	male_calm	春野杏	unknown	calm,analytical,adult	atlas	https://api.atlasacademy.io/export/JP/nice_servant_lore.json	atlas metadata; auto voice draft; tune in term_builder/character_voice_overrides.tsv; atlas class=foreigner	ja-JP-NaokiNeural		-6%	0.95	zh-CN-YunxiNeural	serious	0%	0.94
プトレマイオス	托勒密		auto_811bf3da27_jp	auto_811bf3da27_cn	male_bright	小野賢章＆堀内賢雄	male	bright,quick,confident	atlas	https://api.atlasacademy.io/export/JP/nice_servant_lore.json	atlas metadata; auto voice draft; tune in term_builder/character_voice_overrides.tsv; atlas class=archer	ja-JP-NaokiNeural		-3%	1.06	zh-CN-YunxiNeural	cheerful	+2%	1.03
杉谷善住坊	杉谷善住坊		auto_f110fc6343_jp	auto_f110fc6343_cn	female_cool	後藤邑子	unknown	cool,controlled,quiet	atlas	https://api.atlasacademy.io/export/JP/nice_servant_lore.json	atlas metadata; auto voice draft; tune in term_builder/character_voice_overrides.tsv; atlas class=archer	ja-JP-NanamiNeural		-3%	0.99	zh-CN-XiaoxiaoNeural	calm	-3%	0.96
テセウス	忒修斯		auto_b9a75a6c5a_jp	auto_b9a75a6c5a_cn	male_heroic	江越彬紀	male	heroic,firm,strong	atlas	https://api.atlasacademy.io/export/JP/nice_servant_lore.json	atlas metadata; auto voice draft; tune in term_builder/character_voice_overrides.tsv; atlas class=saber	ja-JP-DaichiNeural		-4%	1.02	zh-CN-YunyeNeural	serious	-2%	0.98
武田晴信	武田晴信		auto_fb60684b76_jp	auto_fb60684b76_cn	male_heroic	梅原裕一郎	male	heroic,firm,strong	atlas	https://api.atlasacademy.io/export/JP/nice_servant_lore.json	atlas metadata; auto voice draft; tune in term_builder/character_voice_overrides.tsv; atlas class=rider	ja-JP-DaichiNeural		-4%	0.99	zh-CN-YunyeNeural	serious	-7%	1.01
永倉新八	永仓新八		auto_9dd936eb90_jp	auto_9dd936eb90_cn	male_gruff	福西勝也	male	rough,proud,heavy	atlas	https://api.atlasacademy.io/export/JP/nice_servant_lore.json	atlas metadata; auto voice draft; tune in term_builder/character_voice_overrides.tsv; atlas class=berserker	ja-JP-DaichiNeural		-5%	0.95	zh-CN-YunyeNeural	disgruntled	-5%	0.96
雑賀孫一	杂贺孙一		auto_24ec12c662_jp	auto_24ec12c662_cn	female_cool	大空直美	female	cool,controlled,quiet	atlas	https://api.atlasacademy.io/export/JP/nice_servant_lore.json	atlas metadata; auto voice draft; tune in term_builder/character_voice_overrides.tsv; atlas class=archer	ja-JP-NanamiNeural		0%	0.99	zh-CN-XiaoxiaoNeural	calm	-3%	0.95
上杉謙信	上杉谦信		auto_dc8c550d87_jp	auto_dc8c550d87_cn	female_noble	水樹奈々	female	noble,formal,commanding	atlas	https://api.atlasacademy.io/export/JP/nice_servant_lore.json	atlas metadata; auto voice draft; tune in term_builder/character_voice_overrides.tsv; atlas class=ruler	ja-JP-AoiNeural		+2%	1.01	zh-CN-XiaoxiaoNeural	serious	0%	0.96
ヤマトタケル	大和武尊		auto_11d01ef12d_jp	auto_11d01ef12d_cn	female_mystic	山村響	unknown	mystic,soft,measured	atlas	https://api.atlasacademy.io/export/JP/nice_servant_lore.json	atlas metadata; auto voice draft; tune in term_builder/character_voice_overrides.tsv; atlas class=saber	ja-JP-NanamiNeural		+1%	0.96	zh-CN-XiaoxiaoNeural	calm	-3%	0.91
丑御前	丑御前		auto_42e9c3d3b2_jp	auto_42e9c3d3b2_cn	female_shadow	戸松遥	female	dark,controlled,severe	atlas	https://api.atlasacademy.io/export/JP/nice_servant_lore.json	atlas metadata; auto voice draft; tune in term_builder/character_voice_overrides.tsv; atlas class=avenger	ja-JP-NanamiNeural		-2%	0.96	zh-CN-XiaoxiaoNeural	serious	-1%	0.95
由井正雪	由井正雪		auto_e6207b4d82_jp	auto_e6207b4d82_cn	female_mystic	田村睦心	female	mystic,soft,measured	atlas	https://api.atlasacademy.io/export/JP/nice_servant_lore.json	atlas metadata; auto voice draft; tune in term_builder/character_voice_overrides.tsv; atlas class=caster	ja-JP-NanamiNeural		-2%	0.93	zh-CN-XiaoxiaoNeural	calm	+1%	0.94
宮本伊織	宫本伊织		auto_1d8f0e1158_jp	auto_1d8f0e1158_cn	male_heroic	河西健吾	male	heroic,firm,strong	atlas	https://api.atlasacademy.io/export/JP/nice_servant_lore.json	atlas metadata; auto voice draft; tune in term_builder/character_voice_overrides.tsv; atlas class=saber	ja-JP-DaichiNeural		-6%	1.03	zh-CN-YunyeNeural	serious	-4%	1.01
アンドロメダ	安德洛墨达		auto_2caa7a3754_jp	auto_2caa7a3754_cn	female_noble	鈴代紗弓	female	noble,formal,commanding	atlas	https://api.atlasacademy.io/export/JP/nice_servant_lore.json	atlas metadata; auto voice draft; tune in term_builder/character_voice_overrides.tsv; atlas class=rider	ja-JP-AoiNeural		+1%	0.96	zh-CN-XiaoxiaoNeural	serious	0%	1.00
マリー・オルタ	玛丽·Alter	マリーオルタ	auto_828dbe14d9_jp	auto_828dbe14d9_cn	alter_shadow		neutral	dark,controlled,severe	auto		auto draft; tune in term_builder/character_voice_overrides.tsv	ja-JP-NaokiNeural		-7%	0.93	zh-CN-YunxiNeural	serious	-3%	0.97
