raw_name_box	name_box	count
J：ザッハーク	ザッハーク	3
蛇竜人=spot[L]	蛇竜人	3
ビショーネ=spot[E,L,R]	ビショーネ	3
F：蛇竜人	蛇竜人	3
蛇竜人=spot[S]	蛇竜人	3
蛇竜人=spot[O]	蛇竜人	3
ビショーネ=spot[K]	ビショーネ	3
ビショーネ=spot[N]	ビショーネ	3
チビーネ=spot[F]	チビーネ	3
チビーネ=spot[F,K]	チビーネ	3
ビショーネ=spot[D,E]	ビショーネ	3
H：ニキチッチ	ニキチッチ	3
E：飛竜	飛竜	3
R：小野篁	小野篁	3
偉そうな人	偉そうな人	3
S：解説	解説	3
B：セレブな客Ａ	セレブな客Ａ	3
G：セレブな客Ｂ	セレブな客Ｂ	3
D：セレブな客Ａ	セレブな客Ａ	3
F：ジニー	ジニー	3
修理業者	修理業者	3
B：アッド	アッド	3
X：テュフォン・エフェメロス=spot[B,X]	テュフォン・エフェメロス	3
C：テュフォン・エフェメロス=spot[J,C]	テュフォン・エフェメロス	3
C：サバージオス	サバージオス	3
D：テュフォン・エフェメロス	テュフォン・エフェメロス	3
オデュッセウス・オルタ=spot[C,V]	オデュッセウス・オルタ	3
M：ヘファイスティオン	ヘファイスティオン	3
J：グレイ	グレイ	3
テュフォン・エフェメロス=spot[E,N]	テュフォン・エフェメロス	3
L：ラーマ	ラーマ	3
N：ラーマ	ラーマ	3
M：トラロック	トラロック	3
K：インドラ	インドラ	3
J：トラロック	トラロック	3
C：イプシロン	イプシロン	3
O：アナスタシア	アナスタシア	3
観光客を装った海賊	観光客を装った海賊	3
ヴァジュラ=spot[G,F]	ヴァジュラ	3
I：ヴァジュラ	ヴァジュラ	3
D：カイニス	カイニス	3
N：観光客Ｃ	観光客Ｃ	3
J：サメ騎士	サメ騎士	3
呼延灼の声	呼延灼の声	3
G：頭に響いてくる巫女の声	頭に響いてくる巫女の声	3
F：黒髭幹也	黒髭幹也	3
F：ジュネス	ジュネス	3
F：Ｕプレジデントシップ	Ｕプレジデントシップ	3
T：刑部姫	刑部姫	3
H：ティアマト	ティアマト	3
ウェイトレス	ウェイトレス	3
O：観光客Ａ	観光客Ａ	3
N：ジュネス	ジュネス	3
J：オグ	オグ	3
C：Ｕプレジデントシップ	Ｕプレジデントシップ	3
I：土方歳三	土方歳三	3
J：沖田総司	沖田総司	3
奉公人	奉公人	3
浪士	浪士	3
遠くの声	遠くの声	3
D：京の町人	京の町人	3
H：松永弾正=spot[H,J,G]	松永弾正	3
N：藤堂平助	藤堂平助	3
H：近藤勇	近藤勇	3
F：近藤勇	近藤勇	3
御陵衛士	御陵衛士	3
Q：藤堂平助	藤堂平助	3
F：黒の剣士	黒の剣士	3
H：マガツ弾正=spot[H,Y]	マガツ弾正	3
D：松永弾正=spot[D,E]	松永弾正	3
I：河上彦斎	河上彦斎	3
A：鬼武蔵	鬼武蔵	3
マガツ利休ノカミ	マガツ利休ノカミ	3
M：ドーヴ	ドーヴ	3
メイドゥーサ	メイドゥーサ	3
マガツ謙信ノカミ	マガツ謙信ノカミ	3
H：メイドイン彦斎	メイドイン彦斎	3
J：黒の剣士	黒の剣士	3
H：京の町娘	京の町娘	3
群衆=spot[H,I,K,A]	群衆	3
J：アマゾネス	アマゾネス	3
L：エリザベート	エリザベート	3
死滅の尾	死滅の尾	3
U：フレッカス	フレッカス	3
A：マガツ弾正=spot[A,F]	マガツ弾正	3
Q：岡田以蔵	岡田以蔵	3
I：メイドイン彦斎	メイドイン彦斎	3
I：終わりのエリザベート	終わりのエリザベート	3
H：スペース・サンタさん	スペース・サンタさん	3
F：メカエリチャンⅡ号機	メカエリチャンⅡ号機	3
O：ユニヴァース・アポロン	ユニヴァース・アポロン	3
H：織田信長	織田信長	3
A：パーフェクト・エリザベート	パーフェクト・エリザベート	3
T：？？？=spot[T]	？？？	3
R：終わりのエリザベート	終わりのエリザベート	3
S：終わりのエリザベート	終わりのエリザベート	3
H：張角	張角	3
K：ツチノコ	ツチノコ	3
I：ラムダ	ラムダ	3
L：キングエリザ	キングエリザ	3
O：キングエリザ	キングエリザ	3
E：わらし	わらし	3
L：灰纏い	灰纏い	3
D：ツチノコ	ツチノコ	3
E：ツチノコ	ツチノコ	3
ツチノコ=spot[K,L]	ツチノコ	3
マシュ（43）=spot[A,R,S,T]	マシュ	3
H：ツチノコ	ツチノコ	3
ヒルド（16）=spot[H,M,N,O]	ヒルド	3
スルーズ（17）=spot[J,P,Q,R]	スルーズ	3
イルス（15）=spot[G,W,X,Y]	イルス	3
G：イルス（15）=spot[G,W,X,Y]	イルス	3
オルトリンデ（16）=spot[F,M,N,O]	オルトリンデ	3
メイヴ（18）=spot[T,W,X,Y]	メイヴ	3
U：フェルグス（42）=spot[U,M,N,O]	フェルグス	3
ネロ（16）=spot[G,M,N,O]	ネロ	3
G：ネロ（16）=spot[G,M,N,O]	ネロ	3
メイヴ（18）=spot[H,T,U,V]	メイヴ	3
マシュ（43）=spot[A,T,U,V]	マシュ	3
K：アイリスフィール（EX）=spot[K,T,V]	アイリスフィール（EX）	3
C：エレナ（80）=spot[C,T,U,V]	エレナ	3
N：由井正雪（70）=spot[N,Q,R,S]	由井正雪	3
黒髭（45）	黒髭	3
A：ヤマトタケル（16）=spot[A,N,O,P]	ヤマトタケル	3
K：酒呑童子（61）=spot[K,T,U,V]	酒呑童子	3
K：マシュ（43）=spot[K,N,O,P]	マシュ	3
L：モレー	モレー	3
F：モレー=spot[F]	モレー	3
J：アラン	アラン	3
ガウェイン（64）=spot[D,X,Y,Z]	ガウェイン	3
ガレス（22）=spot[G,X,Y,Z]	ガレス	3
K：アルトリア（38）=spot[K,X,Y,Z]	アルトリア	3
フラン（17）=spot[M,X,Y,Z]	フラン	3
ジキル（29）=spot[N,X,Y,Z]	ジキル	3
O：バベッジ（ー）=spot[O,X,Z]	バベッジ（ー）	3
F：モルガン（??）=spot[F,X,Z]	モルガン（??）	3
A：ダ・ヴィンチ（12）=spot[A,K,L,M]	ダ・ヴィンチ	3
G：ブーディカ（EX）=spot[G,K,M]	ブーディカ（EX）	3
エミヤ（EX）=spot[F,K,M]	エミヤ（EX）	3
J：ティアマト（16）=spot[J,Q,R,S]	ティアマト	3
金の亡者	金の亡者	3
F：ハベトロット（32）=spot[F,S,T,U]	ハベトロット	3
E：ジュネス（17）=spot[E,S,T,U]	ジュネス	3
D：ヴラド三世（72）=spot[D,S,T,U]	ヴラド三世	3
O：楊貴妃（19）=spot[O,S,T,U]	楊貴妃	3
E：イアソン（46）=spot[E,Q,R,S]	イアソン	3
H：メディア・リリィ（69）=spot[H,T,U,V]	メディア・リリィ	3
ディオスクロイ・カストロ（39）=spot[D,Q,R,S]	ディオスクロイ・カストロ	3
テュフォン・エフェメロス（14）=spot[D,Q,R,S]	テュフォン・エフェメロス	3
F：カイニス（60）=spot[F,G,H,P]	カイニス	3
C：騎士？	騎士？	3
G：フランチェスカ	フランチェスカ	3
C：一般兵	一般兵	3
D：獅子心王？	獅子心王？	3
V：フランソワ	フランソワ	3
穢れた騎士	穢れた騎士	3
教団幹部	教団幹部	3
A：一般兵	一般兵	3
Y：偽ゲオルギウス	偽ゲオルギウス	3
I：フランチェスカ	フランチェスカ	3
這い蠢く瘴気	這い蠢く瘴気	3
J：鮫	鮫	3
Q：エウリュステウス	エウリュステウス	3
C：デュマ	デュマ	3
D：エフェメロス	エフェメロス	3
F：千子村正	千子村正	3
E：千子村正	千子村正	3
J：アス	アス	3
L：グレイ	グレイ	3
K：オルガマリー	オルガマリー	3
C：オルガマリー	オルガマリー	3
D：アルトリア	アルトリア	3
F：アーサー	アーサー	3
L：アス	アス	3
E：アスカラポス	アスカラポス	3
F：アス	アス	3
M：アルトリア	アルトリア	3
巫女姿のキャスター	巫女姿のキャスター	3
放送	放送	3
2：緑茶	緑茶	3
新入員（女性）	新入員（女性）	2
新入員（男性）	新入員（男性）	2
G：海賊	海賊	2
エイリーク血斧王	エイリーク血斧王	2
機械化兵士	機械化兵士	2
砦の兵士Ｃ	砦の兵士Ｃ	2
B：魔神柱アモン・ラー	魔神柱アモン・ラー	2
聖都軍兵士Ａ	聖都軍兵士Ａ	2
魔神柱アモン・ラー	魔神柱アモン・ラー	2
ウルク市民Ｃ	ウルク市民Ｃ	2
ジャガーの戦士たち	ジャガーの戦士たち	2
D：ウルク兵士	ウルク兵士	2
D：ウルク兵士Ａ	ウルク兵士Ａ	2
研究員Ｂ	研究員Ｂ	2
ケツァルコアトルス	ケツァルコアトルス	2
魔神ガープ	魔神ガープ	2
ローマ軍団	ローマ軍団	2
海賊’ｓ	海賊’ｓ	2
G：エレシュキガル	エレシュキガル	2
D：アルトリア・オルタ	アルトリア・オルタ	2
G：新宿のアサシン	新宿のアサシン	2
C：チンピラ	チンピラ	2
部下Ｂ	部下Ｂ	2
マクベス	マクベス	2
A：新宿のアサシン	新宿のアサシン	2
H：レジスタンス男Ｄ	レジスタンス男Ｄ	2
H：レジスタンス男Ｅ	レジスタンス男Ｅ	2
A：裸エプロンの給仕	裸エプロンの給仕	2
幻霊探偵たち	幻霊探偵たち	2
B：スタッフＢ	スタッフＢ	2
レジスタンス男Ｃ	レジスタンス男Ｃ	2
D：ランサー・プルガトリオ	ランサー・プルガトリオ	2
里の男	里の男	2
F：田助	田助	2
G：年経た武士	年経た武士	2
B：おぬい	おぬい	2
B：兵士	兵士	2
怪物たち	怪物たち	2
G：警官	警官	2
C：マタ・ハリ？	マタ・ハリ？	2
E：メディア《マタ・ハリ》	メディア《マタ・ハリ》	2
B：少女たち	少女たち	2
食屍鬼たち	食屍鬼たち	2
D：村人たち	村人たち	2
判事《食屍鬼》	判事《食屍鬼》	2
B：孫悟空	孫悟空	2
村人の女	村人の女	2
村人《食屍鬼》	村人《食屍鬼》	2
D：ヤガ	ヤガ	2
B：ヤガ叛逆軍	ヤガ叛逆軍	2
E：ヤガ叛逆軍	ヤガ叛逆軍	2
ゴルドルフ＆スタッフ	ゴルドルフ＆スタッフ	2
C：コヤンスカヤ	コヤンスカヤ	2
G：[51ffff]アナウンス[-]	アナウンス	2
カルデアスタッフＣ	カルデアスタッフＣ	2
謎の発明家	謎の発明家	2
シャンシャン	シャンシャン	2
H：イヴァン雷帝	イヴァン雷帝	2
D：ヤガ盗賊	ヤガ盗賊	2
大人たち	大人たち	2
空からの声	空からの声	2
H：空からの声	空からの声	2
G：仮面の英霊	仮面の英霊	2
巨大生物	巨大生物	2
H：大人たち	大人たち	2
A：ムニエル	ムニエル	2
D：大人たち	大人たち	2
デイヴィット	デイヴィット	2
基地内放送	基地内放送	2
G：蘭陵王	蘭陵王	2
霜の巨人	霜の巨人	2
人の声	人の声	2
咸陽市民Ｂ	咸陽市民Ｂ	2
H：町の民	町の民	2
近衛兵	近衛兵	2
A：ペペロンチーノ	ペペロンチーノ	2
I：男Ｂ	男Ｂ	2
人々	人々	2
K：ネモ・ナース	ネモ・ナース	2
H：オリュンポス市民	オリュンポス市民	2
B：アポロン	アポロン	2
コートの男	コートの男	2
ドクターの声	ドクターの声	2
M：男	男	2
通りすがった貴人	通りすがった貴人	2
鋼の怪	鋼の怪	2
宮中の貴人	宮中の貴人	2
I：神父	神父	2
酒呑童子の声	酒呑童子の声	2
武者たち	武者たち	2
？？？に抱かれた蛾	？？？に抱かれた蛾	2
A：声	声	2
I：牙の妖精Ａ	牙の妖精Ａ	2
J：妖精たち	妖精たち	2
K：妖精たち	妖精たち	2
I：妖精（酒場の主人）	妖精（酒場の主人）	2
N：木の杯を手にした妖精	木の杯を手にした妖精	2
D：庭好きの妖精	庭好きの妖精	2
E：ドレスを着た妖精	ドレスを着た妖精	2
F：屈強な体格の妖精	屈強な体格の妖精	2
K：給仕	給仕	2
E：コーラル	コーラル	2
ロブ（兄貴分）	ロブ（兄貴分）	2
ワグ（弟分）	ワグ（弟分）	2
G：レッドラ・ビット	レッドラ・ビット	2
感謝する妖精	感謝する妖精	2
D：一緒に乾杯するワグ	一緒に乾杯するワグ	2
D：騎士グラント	騎士グラント	2
武装した兵士	武装した兵士	2
A：ブランカ	ブランカ	2
収容されていた男性	収容されていた男性	2
収容されていた子供	収容されていた子供	2
30の大使、100の官司たち	30の大使、100の官司たち	2
E：予言の村正	予言の村正	2
E：３割予言の子の村正	３割予言の子の村正	2
N：ステージ上からの声	ステージ上からの声	2
F：ウェールズの妖精	ウェールズの妖精	2
街の住人	街の住人	2
円卓軍の兵士Ｂ	円卓軍の兵士Ｂ	2
S：一同	一同	2
B：側にいた妖精	側にいた妖精	2
L：スプリガンの衛士	スプリガンの衛士	2
Q：妖精の兵士	妖精の兵士	2
鍛冶手伝いの少年	鍛冶手伝いの少年	2
I：ロンディニウムの住人	ロンディニウムの住人	2
H：[FFFFFF]ロンディニウムの住人[-]	ロンディニウムの住人	2
招待された妖精	招待された妖精	2
C：アルトリア・キャスター	アルトリア・キャスター	2
J：円卓軍の兵士Ａ	円卓軍の兵士Ａ	2
J：円卓軍の兵士Ｂ	円卓軍の兵士Ｂ	2
トネリコ？	トネリコ？	2
B：妖精さん	妖精さん	2
千子村正＆グリム	千子村正＆グリム	2
C：反省した妖精	反省した妖精	2
A：下級妖精たち	下級妖精たち	2
D：サーヴァント	サーヴァント	2
最強のふたり	最強のふたり	2
H：ベリル	ベリル	2
騎士Ａ	騎士Ａ	2
B：反乱軍の兵士Ａ	反乱軍の兵士Ａ	2
護衛の兵士	護衛の兵士	2
王の氏族	王の氏族	2
Q：ソールズベリーの騎士	ソールズベリーの騎士	2
使いすぎて棄てられた少女	使いすぎて棄てられた少女	2
大聖堂の衛士	大聖堂の衛士	2
参列していた北の妖精たち	参列していた北の妖精たち	2
若い牙の氏族たち	若い牙の氏族たち	2
J：牙の氏族・古兵	牙の氏族・古兵	2
妖精馬	妖精馬	2
女王派の妖精	女王派の妖精	2
予言の子派の妖精	予言の子派の妖精	2
ウッドワスの兵士	ウッドワスの兵士	2
金髪の妖精	金髪の妖精	2
スプリガンの衛士Ａ	スプリガンの衛士Ａ	2
E：ネモ・プロフェッサー	ネモ・プロフェッサー	2
H：カール大帝（？）	カール大帝（？）	2
C：ドゥルシネーア	ドゥルシネーア	2
Q：クラス・ランサー	クラス・ランサー	2
I：クラス・アーチャー	クラス・アーチャー	2
マシュ＆カドック	マシュ＆カドック	2
カドック＆ゴルドルフ	カドック＆ゴルドルフ	2
O：ラスプーチン	ラスプーチン	2
F：デイノニクス11兄弟	デイノニクス11兄弟	2
T：ムニエル	ムニエル	2
店番をしているディノス	店番をしているディノス	2
オセロトル=spot[A,B,C,D,E,F]	オセロトル	2
C：デイノニクス11兄弟・右	デイノニクス11兄弟・右	2
マシュ＆ネモ＆Ｕ	マシュ＆ネモ＆Ｕ	2
B：露店オセロトル	露店オセロトル	2
A：露店オセロトル	露店オセロトル	2
C：露店オセロトル	露店オセロトル	2
デイノニクス11兄弟・四男	デイノニクス11兄弟・四男	2
B：ウィツィロポチトリ	ウィツィロポチトリ	2
[FFFFFF]通りすがりのディノスたち[-]	通りすがりのディノスたち	2
H：通りすがりのディノスたち	通りすがりのディノスたち	2
B：ドゥムジ	ドゥムジ	2
I：オセロトル	オセロトル	2
I：デイノニクス11兄弟	デイノニクス11兄弟	2
残念そうなディノス	残念そうなディノス	2
あわてるディノス	あわてるディノス	2
I：イスカリ	イスカリ	2
C：太陽神ククルカン	太陽神ククルカン	2
銃器をいじるディノスＡ	銃器をいじるディノスＡ	2
銃器をいじるディノスＣ	銃器をいじるディノスＣ	2
E：ロケットランチャーをいじるディノスＢ	ロケットランチャーをいじるディノスＢ	2
10歳の少年	10歳の少年	2
F：バーサーカーのマスター	バーサーカーのマスター	2
L：ラニ＝Ｄ=spot[L,N]	ラニ＝Ｄ	2
K：ラニ＝Ｄ=spot[K,M]	ラニ＝Ｄ	2
維持部ＡＩ	維持部ＡＩ	2
L：維持部ＡＩ（ラニ＝Ｋ）	維持部ＡＩ（ラニ＝Ｋ）	2
I：ドゥリーヨダナ	ドゥリーヨダナ	2
店番に戻ってきたディノス	店番に戻ってきたディノス	2
嬉しそうなディノス	嬉しそうなディノス	2
店番のディノス	店番のディノス	2
D：ラニ＝Ｂ	ラニ＝Ｂ	2
E：ラニ＝Ｂ	ラニ＝Ｂ	2
B：生産部ＡＩ	生産部ＡＩ	2
生産部ＡＩ	生産部ＡＩ	2
セイバーのマスター	セイバーのマスター	2
V：ビーマ	ビーマ	2
K：セレシェイラ	セレシェイラ	2
B：女子生徒	女子生徒	2
J：セレシェイラ	セレシェイラ	2
C：[6680ff]黒い影	黒い影	2
A：サリエリ先生？	サリエリ先生？	2
M：サリエリ	サリエリ	2
E：サリエリ=spot[A,E]	サリエリ	2
G：平景清	平景清	2
C：サリエリ	サリエリ	2
A：カリオストロ	カリオストロ	2
G：マリー・オルタ	マリー・オルタ	2
B：ハサン	ハサン	2
K：サリエリ	サリエリ	2
騎士団員フィアレス	騎士団員フィアレス	2
騎士団員ハピネス	騎士団員ハピネス	2
A：パーシヴァル	パーシヴァル	2
休憩していた警官	休憩していた警官	2
駆けつけた警官	駆けつけた警官	2
マシンアーサー	マシンアーサー	2
処刑装置	処刑装置	2
G：上級市民	上級市民	2
月笑騎士団・過激派Ｃ	月笑騎士団・過激派Ｃ	2
D：月笑騎士団たち	月笑騎士団たち	2
F：檻の中の市民Ｂ	檻の中の市民Ｂ	2
Q：檻の中の市民Ｃ	檻の中の市民Ｃ	2
明るい男性	明るい男性	2
穏やかな女性	穏やかな女性	2
いかつい男性	いかつい男性	2
オールド・ドバイ市民Ｃ	オールド・ドバイ市民Ｃ	2
T：[%1]	[%1]	2
C：ＢＢコスモ	ＢＢコスモ	2
G：キングプロテア・オルタ	キングプロテア・オルタ	2
ボリヤー	ボリヤー	2
E：ＢＢコスモ	ＢＢコスモ	2
口を開けているＡＩ	口を開けているＡＩ	2
うつろな目のＡＩ	うつろな目のＡＩ	2
耳をたてているＡＩ	耳をたてているＡＩ	2
K：うつろな目のＡＩ	うつろな目のＡＩ	2
F：ＢＢドバイ	ＢＢドバイ	2
K：オールド・ドバイ市民	オールド・ドバイ市民	2
N：オールド・ドバイの市民たち	オールド・ドバイの市民たち	2
ケーキ・ガーディアン	ケーキ・ガーディアン	2
E：ケーキ・ガーディアン	ケーキ・ガーディアン	2
B：テノチティトラン	テノチティトラン	2
C.I.E.L	C.I.E.L	2
S：研究員	研究員	2
天使・第七階梯	天使・第七階梯	2
H：カドック	カドック	2
K：メタトロン・ジャンヌ	メタトロン・ジャンヌ	2
二人=spot[D,E]	二人	2
G：メタトロン・ジャンヌ	メタトロン・ジャンヌ	2
I：岸波白野	岸波白野	2
H：ＢＢドバイ	ＢＢドバイ	2
祈る男	祈る男	2
[%1]＆カドック	[%1]＆カドック	2
S：メタトロン・ジャンヌ	メタトロン・ジャンヌ	2
J：モリアーティ	モリアーティ	2
R：カドック=spot[R,F]	カドック	2
G：モードレッド	モードレッド	2
部下	部下	2
J：罪人	罪人	2
天使=spot[J,K,L]	天使	2
P：言峰綺礼	言峰綺礼	2
G：ステンノ	ステンノ	2
A：二人	二人	2
J：キャスター	キャスター	2
Ｕ－オルガマリー？	Ｕ－オルガマリー？	2
謎のオルガマリーＸ	謎のオルガマリーＸ	2
L：エルロン	エルロン	2
C：ネモ・マリーンＡ	ネモ・マリーンＡ	2
H：ネモ・マリーンＡ	ネモ・マリーンＡ	2
G：ネモ	ネモ	2
ネモ・マリーン=spot[H,I]	ネモ・マリーン	2
L：ソロモン	ソロモン	2
都市の記憶	都市の記憶	2
I：ネモ・マリーン	ネモ・マリーン	2
M：ホームズ	ホームズ	2
G：マリス	マリス	2
ボーダー一同	ボーダー一同	2
R：ムニエル	ムニエル	2
Q：トマリン	トマリン	2
ビリー=spot[G]	ビリー	2
？？？=spot[E]	？？？	2
P：ミノタウロス=spot[I]	ミノタウロス	2
Q：イアソン	イアソン	2
O：オデュッセウス	オデュッセウス	2
L：ガウェイン	ガウェイン	2
D：マナナン	マナナン	2
K：武田晴信	武田晴信	2
N：織田信勝	織田信勝	2
坂本龍馬＆お竜さん	坂本龍馬＆お竜さん	2
G：ダビデ	ダビデ	2
G：トマリン	トマリン	2
ムニエル=spot[G,J]	ムニエル	2
オルガマリー=spot[A,K]	オルガマリー	2
オルガマリー=spot[A,L,M]	オルガマリー	2
ムニエル=spot[G,L,M]	ムニエル	2
ムニエル=spot[G,N]	ムニエル	2
F：アシュヴァッターマン	アシュヴァッターマン	2
O：インドラ	インドラ	2
マシュ=spot[O,N]	マシュ	2
E：ミス・クレーン	ミス・クレーン	2
F：キングプロテア	キングプロテア	2
I：ゴールデンＢＢ	ゴールデンＢＢ	2
C：日比乃ひびき	日比乃ひびき	2
E：桂木千鍵	桂木千鍵	2
F：清姫	清姫	2
B：ときこ	ときこ	2
N：オルガマリー	オルガマリー	2
J：Dr.ロマン	Dr.ロマン	2
C：ベディヴィエール	ベディヴィエール	2
D：声	声	2
エリザベートｓ	エリザベートｓ	2
巴と千代女	巴と千代女	2
J：徴弐	徴弐	2
可憐な姫	可憐な姫	2
M：徴弐	徴弐	2
ステンノ＆エウリュアレ	ステンノ＆エウリュアレ	2
親父	親父	2
ならず者	ならず者	2
ニコラ	ニコラ	2
ベディヴィエール？	ベディヴィエール？	2
幼年系サーヴァントたち	幼年系サーヴァントたち	2
D：エミヤ・オルタ？	エミヤ・オルタ？	2
B：ノイズ混じりの声	ノイズ混じりの声	2
F：ナポレオン	ナポレオン	2
発明王	発明王	2
W：ダ・ヴィンチ	ダ・ヴィンチ	2
A：■■■	■■■	2
A：■ナ■	■ナ■	2
L：■ナコ	■ナコ	2
G：ビリー	ビリー	2
ボイジャー＆Ｘ・オルタ	ボイジャー＆Ｘ・オルタ	2
フォーリナー一同	フォーリナー一同	2
茶屋の店主	茶屋の店主	2
テロリスト	テロリスト	2
G：杉谷善住坊	杉谷善住坊	2
大黒天たち=spot[G,F]	大黒天たち	2
J：フォウ	フォウ	2
コロンブス＆カエサル	コロンブス＆カエサル	2
O：終末概念	終末概念	2
物陰の男	物陰の男	2
子供たちの声	子供たちの声	2
H：馬	馬	2
海賊？	海賊？	2
イヴァン雷帝＆イスカンダル	イヴァン雷帝＆イスカンダル	2
スターガーディアン・タロス	スターガーディアン・タロス	2
A：スペース・オデュッセウス	スペース・オデュッセウス	2
ミケランジェロ・ゴースト	ミケランジェロ・ゴースト	2
人狼	人狼	2
G：全員	全員	2
山賊	山賊	2
ドルイド・ゴースト	ドルイド・ゴースト	2
仔豚たち	仔豚たち	2
W：スカサハ	スカサハ	2
デーモンソード	デーモンソード	2
H：オリオン	オリオン	2
子供達	子供達	2
B：エミヤ	エミヤ	2
E：燕青（？）	燕青（？）	2
鳩	鳩	2
D：盗賊	盗賊	2
テロリストＡ	テロリストＡ	2
ゆるキャラＡ	ゆるキャラＡ	2
モブ女Ｂ	モブ女Ｂ	2
首領	首領	2
G：カーマ	カーマ	2
兵士Ａ	兵士Ａ	2
C：メフィストフェレス（？）	メフィストフェレス（？）	2
E：魔人アーチャー	魔人アーチャー	2
D：桜セイバー	桜セイバー	2
織田信長（本物）	織田信長（本物）	2
エミヤ／ロビン	エミヤ／ロビン	2
ピエールズ	ピエールズ	2
ピエールＤ	ピエールＤ	2
C：女性の声	女性の声	2
おき太	おき太	2
H：両儀式	両儀式	2
ダレイオス	ダレイオス	2
セプテムの言祝ぎ	セプテムの言祝ぎ	2
G：衛宮切嗣	衛宮切嗣	2
アルトリア＆アン	アルトリア＆アン	2
E：お菓子の国の住人	お菓子の国の住人	2
しりあるきらー	しりあるきらー	2
アイリ	アイリ	2
戦士	戦士	2
僧侶	僧侶	2
C：カルデア職員ｓ	カルデア職員ｓ	2
[FFFFFF]H：母親[-]	母親	2
H：父親	父親	2
F：エリザベート	エリザベート	2
タマモキャット３	タマモキャット３	2
C：スタッフ	スタッフ	2
A：織田信長	織田信長	2
E：織田信勝	織田信勝	2
沖田＆信長	沖田＆信長	2
近所の漁師	近所の漁師	2
A：獅子	獅子	2
B：紳士	紳士	2
モヒカン男達	モヒカン男達	2
モヒカン男Ａ	モヒカン男Ａ	2
モヒカン男Ｂ	モヒカン男Ｂ	2
モヒカン男Ｃ	モヒカン男Ｃ	2
F：モヒカン男	モヒカン男	2
沖田＆茶々	沖田＆茶々	2
A：水着ノッブ	水着ノッブ	2
B：アルテミス	アルテミス	2
アルテミスＢ	アルテミスＢ	2
オリオンＡ	オリオンＡ	2
オリオンＢ	オリオンＢ	2
オリオンＣ	オリオンＣ	2
B：白竜	白竜	2
ＤＯＧポリス	ＤＯＧポリス	2
グガランナマークⅡ	グガランナマークⅡ	2
G：相棒のキャスター	相棒のキャスター	2
A：怪人∞面相	怪人∞面相	2
B：アマゾネス	アマゾネス	2
G：酷吏	酷吏	2
通行人	通行人	2
Ⅱ号機量産型	Ⅱ号機量産型	2
B：ハロウィン騎士	ハロウィン騎士	2
E：ハロウィン騎士	ハロウィン騎士	2
匿名のオジサン	匿名のオジサン	2
匿名のシェフ	匿名のシェフ	2
匿名の人造人間	匿名の人造人間	2
匿名の物語ウーマン	匿名の物語ウーマン	2
[FFFFFF]B：？？？[-]	？？？	2
E：物売りの声	物売りの声	2
ラムレイ	ラムレイ	2
豚を愛でる大魔女	豚を愛でる大魔女	2
D：遊び人	遊び人	2
クレオパトラの声	クレオパトラの声	2
A：職員	職員	2
職員	職員	2
A：パールヴァティー	パールヴァティー	2
B：暴れ豚	暴れ豚	2
D：暴れ豚	暴れ豚	2
暴れ豚	暴れ豚	2
A：シェリンガム？	シェリンガム？	2
斥候ちびノブ	斥候ちびノブ	2
C：アキレウス	アキレウス	2
警報	警報	2
信長（本人）	信長（本人）	2
B：沖田さん	沖田さん	2
帝都七本槍	帝都七本槍	2
A：坂本龍馬	坂本龍馬	2
混対スタッフ	混対スタッフ	2
G：ジキル	ジキル	2
F：ＸＸ	ＸＸ	2
男たち	男たち	2
A：ナレーション	ナレーション	2
G：佐々木小次郎	佐々木小次郎	2
髭とローマ（太）	髭とローマ（太）	2
B：ロビンフッド	ロビンフッド	2
A：海賊たち	海賊たち	2
謎の女の子	謎の女の子	2
謎の小動物	謎の小動物	2
C：[servantName 402500:レジスタンスのライダー:コロンブス]	コロンブス	2
E：護法少女	護法少女	2
F：護法少女	護法少女	2
千歳市民の女の子	千歳市民の女の子	2
ハンバーグの鬼とシーフードの鬼	ハンバーグの鬼とシーフードの鬼	2
男の声３	男の声３	2
男の声５	男の声５	2
F：[servantName 402500:サンタ髭のライダー:コロンブス]	コロンブス	2
E：華美羅夫人	華美羅夫人	2
A：[servantName 602700:サンタ狙いの女帝:武則天]	武則天	2
新ケツァルマスク	新ケツァルマスク	2
I：雀	雀	2
タマモーズ	タマモーズ	2
H：ゴーレム？？？	ゴーレム？？？	2
D：沖田オルタ	沖田オルタ	2
ベガスのスタァ	ベガスのスタァ	2
D：インテリア	インテリア	2
A：イリヤ（ＩＱ２）	イリヤ（ＩＱ２）	2
A：イリヤ（スローモーション）	イリヤ（スローモーション）	2
ゲンパチ	ゲンパチ	2
ケノ	ケノ	2
真祖の姫＆アーキタイプ：アース	真祖の姫＆アーキタイプ：アース	2
マイルーム守護者	マイルーム守護者	2
F：イルス	イルス	2
息子たち	息子たち	2
トーテムポール	トーテムポール	2
カルデア日報	カルデア日報	2
F：張角	張角	2
アンドロメダの声	アンドロメダの声	2
魔獣インヴィディア	魔獣インヴィディア	2
B：鈴鹿御前	鈴鹿御前	2
E：鈴鹿御前	鈴鹿御前	2
D：ロウヒ	ロウヒ	2
ヤマトタケル=spot[B,F]	ヤマトタケル	2
謎の怪物	謎の怪物	2
サファイア（ナレーション）	サファイア（ナレーション）	2
U：ネモ・ベーカリー	ネモ・ベーカリー	2
E：ノア	ノア	2
