speaker_id	aliases	voice_type	cn_voice_name	cn_style	cn_pitch	cn_rate	cn_volume
寡黙な業者	寡黙な業者	young_female	zh-CN-XiaomengNeural	chat	+5%	1.03	100
ウルク兵士Ｂ	ウルク兵士Ｂ	mature_male	zh-CN-YunzeNeural	calm	-4%	0.94	100
レジスタンス男Ｄ	レジスタンス男Ｄ	mature_male	zh-CN-YunfengNeural	serious	-2%	0.96	100
ネモ・マリーン（観測手・右）	ネモ・マリーン（観測手・右）	mature_female	zh-CN-XiaohanNeural	calm	0%	0.97	100
アレクサンドリア大図書館	アレクサンドリア大図書館	young_male	zh-CN-YunxiaNeural	cheerful	+3%	1.00	100
【杜四郎】	【杜四郎】	young_male	zh-CN-YunxiNeural	chat	+1%	0.99	100
アイリスフィール（EX）	アイリスフィール（EX）	mature_female	zh-CN-XiaoxiaoNeural	gentle	0%	0.96	100
ロンディニウムの住人	ロンディニウムの住人	androgynous	zh-CN-XiaomoNeural	calm	-1%	0.97	100
露店オセロトル	露店オセロトル	mature_female	zh-CN-XiaoruiNeural	calm	-2%	0.94	100
通りすがりのディノスたち	通りすがりのディノスたち	young_female	zh-CN-XiaoyiNeural	cheerful	+4%	1.02	100
暴れ豚	暴れ豚	young_female	zh-CN-XiaomengNeural	chat	+5%	1.03	100
ラニ＝Ｇ	ラニ＝Ｇ	mature_female	zh-CN-XiaoxiaoNeural	gentle	0%	0.96	100
骸骨兵	骸骨兵	young_female	zh-CN-XiaohanNeural	gentle	+2%	0.99	100
第二の門	第二の門	mature_female	zh-CN-XiaoruiNeural	calm	-2%	0.94	100
セレブＢ	セレブＢ	young_male	zh-CN-YunxiaNeural	cheerful	+3%	1.00	100
レジスタンス少年	レジスタンス少年	androgynous	zh-CN-XiaomoNeural	calm	-1%	0.97	100
女海賊Ｃ	女海賊Ｃ	young_male	zh-CN-YunxiNeural	chat	+1%	0.99	100
肉食獣じみた男	肉食獣じみた男	young_male	zh-CN-YunxiaNeural	cheerful	+3%	1.00	100
足軽達	足軽達	young_male	zh-CN-YunxiNeural	chat	+1%	0.99	100
老ピックマン	老ピックマン	young_female	zh-CN-XiaoyiNeural	cheerful	+4%	1.02	100
ジャイルズ	ジャイルズ	mature_male	zh-CN-YunzeNeural	calm	-4%	0.94	100
カルデアスタッフＡ	カルデアスタッフＡ	young_male	zh-CN-YunxiaNeural	cheerful	+3%	1.00	100
警備兵・通信	警備兵・通信	mature_male	zh-CN-YunjianNeural	serious	-3%	0.95	100
巨いなる番人	巨いなる番人	mature_male	zh-CN-YunfengNeural	serious	-2%	0.96	100
広場からの声	広場からの声	mature_male	zh-CN-YunfengNeural	serious	-2%	0.96	100
牙の妖精Ｂ	牙の妖精Ｂ	mature_male	zh-CN-YunjianNeural	serious	-3%	0.95	100
白い狼	白い狼	mature_female	zh-CN-XiaoruiNeural	calm	-2%	0.94	100
囚われた人間	囚われた人間	mature_female	zh-CN-XiaoxiaoNeural	gentle	0%	0.96	100
６人の妖精	６人の妖精	mature_male	zh-CN-YunzeNeural	calm	-4%	0.94	100
シェフィールドの妖精たち	シェフィールドの妖精たち	androgynous	zh-CN-XiaomoNeural	calm	-1%	0.97	100
ドラケイ	ドラケイ	young_male	zh-CN-YunxiNeural	chat	+1%	0.99	100
モルガン軍兵士	モルガン軍兵士	mature_male	zh-CN-YunfengNeural	serious	-2%	0.96	100
もうひとりの競り手	もうひとりの競り手	androgynous	zh-CN-XiaomoNeural	calm	-1%	0.97	100
ウェールズの妖精たち	ウェールズの妖精たち	mature_female	zh-CN-XiaohanNeural	calm	0%	0.97	100
ノリッジの使い	ノリッジの使い	mature_female	zh-CN-XiaoruiNeural	calm	-2%	0.94	100
裏路地の妖精	裏路地の妖精	young_male	zh-CN-YunxiNeural	chat	+1%	0.99	100
教官	教官	mature_male	zh-CN-YunjianNeural	serious	-3%	0.95	100
妖精たちの歌声	妖精たちの歌声	mature_female	zh-CN-XiaohanNeural	calm	0%	0.97	100
走ってくるレッドラ・ビット	走ってくるレッドラ・ビット	androgynous	zh-CN-YunxiaNeural	calm	+2%	0.99	100
その背中に乗ったガレス	その背中に乗ったガレス	androgynous	zh-CN-XiaomoNeural	calm	-1%	0.97	100
騎士見習いの少女	騎士見習いの少女	androgynous	zh-CN-YunxiaNeural	calm	+2%	0.99	100
円卓軍の妖精兵士	円卓軍の妖精兵士	young_male	zh-CN-YunxiNeural	chat	+1%	0.99	100
風の氏族の兵士	風の氏族の兵士	young_female	zh-CN-XiaoyiNeural	cheerful	+4%	1.02	100
村の妖精たち	村の妖精たち	mature_male	zh-CN-YunzeNeural	calm	-4%	0.94	100
イスカリと呼ばれた青年	イスカリと呼ばれた青年	young_male	zh-CN-YunxiNeural	chat	+1%	0.99	100
グレートデスクロー	グレートデスクロー	young_female	zh-CN-XiaomengNeural	chat	+5%	1.03	100
青のテスカトリポカ	青のテスカトリポカ	mature_male	zh-CN-YunzeNeural	calm	-4%	0.94	100
集まってきたディノス	集まってきたディノス	young_female	zh-CN-XiaomengNeural	chat	+5%	1.03	100
黒い影の声	黒い影の声	androgynous	zh-CN-XiaomoNeural	calm	-1%	0.97	100
吹奏楽部女子	吹奏楽部女子	androgynous	zh-CN-YunxiaNeural	calm	+2%	0.99	100
サリエリ？	サリエリ？	androgynous	zh-CN-XiaomoNeural	calm	-1%	0.97	100
ご機嫌なムーン・ドバイ市民	ご機嫌なムーン・ドバイ市民	young_female	zh-CN-XiaoxiaoNeural	cheerful	+3%	1.00	100
檻の中の市民	檻の中の市民	young_male	zh-CN-YunxiaNeural	cheerful	+3%	1.00	100
プレジデント臨時秘書	プレジデント臨時秘書	young_female	zh-CN-XiaoyiNeural	cheerful	+4%	1.02	100
アイン	アイン	mature_female	zh-CN-XiaoxiaoNeural	gentle	0%	0.96	100
ツヴァイ	ツヴァイ	mature_female	zh-CN-XiaohanNeural	calm	0%	0.97	100
うなだれたムーン・ドバイ市民たち	うなだれたムーン・ドバイ市民たち	mature_male	zh-CN-YunfengNeural	serious	-2%	0.96	100
カドック（？）	カドック（？）	young_female	zh-CN-XiaoyiNeural	cheerful	+4%	1.02	100
彼女	彼女	mature_female	zh-CN-XiaoruiNeural	calm	-2%	0.94	100
考えるディノス	考えるディノス	young_male	zh-CN-YunxiNeural	chat	+1%	0.99	100
無銘	無銘	androgynous	zh-CN-XiaomoNeural	calm	-1%	0.97	100
影からの声	影からの声	young_male	zh-CN-YunxiNeural	chat	+1%	0.99	100
スカサハ＝スカディＡ	スカサハ＝スカディＡ	mature_female	zh-CN-XiaoruiNeural	calm	-2%	0.94	100
ウェルキンゲトリクス・ゴースト	ウェルキンゲトリクス・ゴースト	mature_female	zh-CN-XiaohanNeural	calm	0%	0.97	100
人形の姫君	人形の姫君	mature_female	zh-CN-XiaoxiaoNeural	gentle	0%	0.96	100
宇宙に漂うエウロペ？	宇宙に漂うエウロペ？	young_male	zh-CN-YunxiaNeural	cheerful	+3%	1.00	100
魔神柱ハーゲンティ	魔神柱ハーゲンティ	young_male	zh-CN-YunxiNeural	chat	+1%	0.99	100
王様	王様	young_female	zh-CN-XiaomengNeural	chat	+5%	1.03	100
呪腕のハサン（？）	呪腕のハサン（？）	androgynous	zh-CN-XiaomoNeural	calm	-1%	0.97	100
武術家	武術家	mature_female	zh-CN-XiaoruiNeural	calm	-2%	0.94	100
モブ女Ａ	モブ女Ａ	young_female	zh-CN-XiaoyiNeural	cheerful	+4%	1.02	100
真田メドゥーサ	真田メドゥーサ	young_female	zh-CN-XiaomengNeural	chat	+5%	1.03	100
メディアリリィ	メディアリリィ	young_female	zh-CN-XiaoyiNeural	cheerful	+4%	1.02	100
京人	京人	mature_female	zh-CN-XiaohanNeural	calm	0%	0.97	100
[image NPC_font001a][image NPC_font001b]	[image NPC_font001a][image NPC_font001b]	young_male	zh-CN-YunxiaNeural	cheerful	+3%	1.00	100
メカノッブ	メカノッブ	mature_male	zh-CN-YunjianNeural	serious	-3%	0.95	100
ノブ選組	ノブ選組	mature_male	zh-CN-YunzeNeural	calm	-4%	0.94	100
明石えっちゃん	明石えっちゃん	young_male	zh-CN-YunxiNeural	chat	+1%	0.99	100
名前を喪った男	名前を喪った男	young_female	zh-CN-XiaomengNeural	chat	+5%	1.03	100
不夜城のアサシン	不夜城のアサシン	mature_male	zh-CN-YunfengNeural	serious	-2%	0.96	100
ガルラ霊	ガルラ霊	mature_male	zh-CN-YunjianNeural	serious	-3%	0.95	100
“公方様”	“公方様”	young_female	zh-CN-XiaoxiaoNeural	cheerful	+3%	1.00	100
町人・甲	町人・甲	mature_female	zh-CN-XiaoxiaoNeural	gentle	0%	0.96	100
超絶かわいい案内人	超絶かわいい案内人	young_female	zh-CN-XiaohanNeural	gentle	+2%	0.99	100
審査員	審査員	androgynous	zh-CN-XiaomoNeural	calm	-1%	0.97	100
千歳市民のお母さん	千歳市民のお母さん	mature_male	zh-CN-YunfengNeural	serious	-2%	0.96	100
雀たち	雀たち	young_male	zh-CN-YunxiaNeural	cheerful	+3%	1.00	100
玉藻の前＆巴御前＆清姫	玉藻の前＆巴御前＆清姫	mature_female	zh-CN-XiaoruiNeural	calm	-2%	0.94	100
お爺さん	お爺さん	young_female	zh-CN-XiaoyiNeural	cheerful	+4%	1.02	100
蛇面の怪	蛇面の怪	mature_male	zh-CN-YunjianNeural	serious	-3%	0.95	100
神託の声	神託の声	androgynous	zh-CN-XiaomoNeural	calm	-1%	0.97	100
ありがたい石像	ありがたい石像	mature_female	zh-CN-XiaoxiaoNeural	gentle	0%	0.96	100
エリザベート（ランサー）	エリザベート（ランサー）	mature_male	zh-CN-YunzeNeural	calm	-4%	0.94	100
ギャングＣ	ギャングＣ	mature_male	zh-CN-YunjianNeural	serious	-3%	0.95	100
甲斐の兵	甲斐の兵	young_female	zh-CN-XiaomengNeural	chat	+5%	1.03	100
足軽ノッブ？	足軽ノッブ？	young_male	zh-CN-YunxiNeural	chat	+1%	0.99	100
館内アナウンス	館内アナウンス	mature_female	zh-CN-XiaoruiNeural	calm	-2%	0.94	100
匿名の戦士	匿名の戦士	mature_male	zh-CN-YunfengNeural	serious	-2%	0.96	100
スペースモッヒーＢ	スペースモッヒーＢ	young_male	zh-CN-YunxiaNeural	cheerful	+3%	1.00	100
アマゾネスたち	アマゾネスたち	mature_male	zh-CN-YunzeNeural	calm	-4%	0.94	100
元気な女の子	元気な女の子	mature_female	zh-CN-XiaohanNeural	calm	0%	0.97	100
ノッブＰ	ノッブＰ	young_female	zh-CN-XiaomengNeural	chat	+5%	1.03	100
暗黒邪馬台国人	暗黒邪馬台国人	mature_female	zh-CN-XiaoruiNeural	calm	-2%	0.94	100
ゾンビ	ゾンビ	young_female	zh-CN-XiaoyiNeural	cheerful	+4%	1.02	100
エリちゃんｓ	エリちゃんｓ	androgynous	zh-CN-XiaomoNeural	calm	-1%	0.97	100
警備員Ａ	警備員Ａ	mature_female	zh-CN-XiaoxiaoNeural	gentle	0%	0.96	100
警備員Ｂ	警備員Ｂ	androgynous	zh-CN-YunxiaNeural	calm	+2%	0.99	100
人形メイド	人形メイド	mature_female	zh-CN-XiaohanNeural	calm	0%	0.97	100
小タラスク	小タラスク	androgynous	zh-CN-XiaomoNeural	calm	-1%	0.97	100
リーダー型コロンブス	リーダー型コロンブス	androgynous	zh-CN-YunxiNeural	chat	0%	0.98	100
アストライア＆メドゥーサ	アストライア＆メドゥーサ	androgynous	zh-CN-YunxiNeural	chat	0%	0.98	100
住民Ｃ	住民Ｃ	mature_male	zh-CN-YunfengNeural	serious	-2%	0.96	100
アニング？	アニング？	young_female	zh-CN-XiaomengNeural	chat	+5%	1.03	100
歌姫	歌姫	young_male	zh-CN-YunxiaNeural	cheerful	+3%	1.00	100
モブＡ？	モブＡ？	androgynous	zh-CN-XiaomoNeural	calm	-1%	0.97	100
マーリン（幻覚）	マーリン（幻覚）	young_female	zh-CN-XiaoyiNeural	cheerful	+4%	1.02	100
ワルキューレ？？？	ワルキューレ？？？	young_male	zh-CN-YunxiNeural	chat	+1%	0.99	100
お茶ノッブ	お茶ノッブ	young_male	zh-CN-YunxiaNeural	cheerful	+3%	1.00	100
長州藩士	長州藩士	young_male	zh-CN-YunxiaNeural	cheerful	+3%	1.00	100
アルテラ？	アルテラ？	mature_male	zh-CN-YunzeNeural	calm	-4%	0.94	100
影の騎士	影の騎士	mature_female	zh-CN-XiaohanNeural	calm	0%	0.97	100
獣神の神官	獣神の神官	androgynous	zh-CN-XiaomoNeural	calm	-1%	0.97	100
Ｄ・Ｂ・クロエ	Ｄ・Ｂ・クロエ	young_female	zh-CN-XiaomengNeural	chat	+5%	1.03	100
ミス・クレーン＆ハベトロット	ミス・クレーン＆ハベトロット	young_female	zh-CN-XiaoxiaoNeural	cheerful	+3%	1.00	100
異人の少女	異人の少女	mature_female	zh-CN-XiaoruiNeural	calm	-2%	0.94	100
夢をみた男	夢をみた男	young_female	zh-CN-XiaoyiNeural	cheerful	+4%	1.02	100
蛇竜人たち	蛇竜人たち	androgynous	zh-CN-XiaomoNeural	calm	-1%	0.97	100
蛇竜人の声	蛇竜人の声	androgynous	zh-CN-YunxiNeural	chat	0%	0.98	100
小野小町？	小野小町？	young_female	zh-CN-XiaohanNeural	gentle	+2%	0.99	100
東洋の客	東洋の客	young_female	zh-CN-XiaoxiaoNeural	cheerful	+3%	1.00	100
支配人	支配人	mature_female	zh-CN-XiaoruiNeural	calm	-2%	0.94	100
外からの声Ｂ	外からの声Ｂ	mature_male	zh-CN-YunjianNeural	serious	-3%	0.95	100
イマジナリー紫式部	イマジナリー紫式部	young_male	zh-CN-YunxiNeural	chat	+1%	0.99	100
一般辻斬りマン	一般辻斬りマン	young_male	zh-CN-YunxiaNeural	cheerful	+3%	1.00	100
古代火星人Ｂ	古代火星人Ｂ	mature_female	zh-CN-XiaoxiaoNeural	gentle	0%	0.96	100
ドレッドノート	ドレッドノート	mature_male	zh-CN-YunjianNeural	serious	-3%	0.95	100
アンティオキアの騎士	アンティオキアの騎士	androgynous	zh-CN-XiaomoNeural	calm	-1%	0.97	100
通りすがりの兵士	通りすがりの兵士	mature_male	zh-CN-YunfengNeural	serious	-2%	0.96	100
穢れた殺戮者達	穢れた殺戮者達	young_female	zh-CN-XiaoyiNeural	cheerful	+4%	1.02	100
ヤガ市民Ｂ	ヤガ市民Ｂ	mature_male	zh-CN-YunzeNeural	calm	-4%	0.94	100
紫水晶の女	紫水晶の女	androgynous	zh-CN-YunxiNeural	chat	0%	0.98	100
ネモ・マリーン（観測手）	ネモ・マリーン（観測手）	androgynous	zh-CN-YunxiaNeural	calm	+2%	0.99	100
水着のサーヴァント	水着のサーヴァント	young_male	zh-CN-YunxiNeural	chat	+1%	0.99	100
男の声１	男の声１	mature_female	zh-CN-XiaoruiNeural	calm	-2%	0.94	100
金髪のカウガール	金髪のカウガール	androgynous	zh-CN-XiaomoNeural	calm	-1%	0.97	100
名門のお嬢様	名門のお嬢様	young_female	zh-CN-XiaomengNeural	chat	+5%	1.03	100
《新宿》の住人	《新宿》の住人	androgynous	zh-CN-XiaomoNeural	calm	-1%	0.97	100
悪夢のクリストファー	悪夢のクリストファー	young_male	zh-CN-YunxiaNeural	cheerful	+3%	1.00	100
住民Ｂ	住民Ｂ	mature_female	zh-CN-XiaohanNeural	calm	0%	0.97	100
ドラコー？	ドラコー？	young_female	zh-CN-XiaoyiNeural	cheerful	+4%	1.02	100
佐々木仮面	佐々木仮面	mature_female	zh-CN-XiaoxiaoNeural	gentle	0%	0.96	100
イアソン（翻訳）	イアソン（翻訳）	young_male	zh-CN-YunxiaNeural	cheerful	+3%	1.00	100
ドゥリーヨダナ（翻訳）	ドゥリーヨダナ（翻訳）	young_female	zh-CN-XiaomengNeural	chat	+5%	1.03	100
モリアーティ（翻訳）	モリアーティ（翻訳）	young_female	zh-CN-XiaomengNeural	chat	+5%	1.03	100
黒桐（？）	黒桐（？）	mature_female	zh-CN-XiaohanNeural	calm	0%	0.97	100
マガツヒトノカミ	マガツヒトノカミ	mature_male	zh-CN-YunjianNeural	serious	-3%	0.95	100
騎士達	騎士達	mature_male	zh-CN-YunzeNeural	calm	-4%	0.94	100
馬	馬	young_male	zh-CN-YunxiNeural	chat	+1%	0.99	100
アルテミスＢ	アルテミスＢ	young_female	zh-CN-XiaoyiNeural	cheerful	+4%	1.02	100
刑部姫Ｂ	刑部姫Ｂ	mature_female	zh-CN-XiaoruiNeural	calm	-2%	0.94	100
曲亭馬琴？	曲亭馬琴？	mature_male	zh-CN-YunfengNeural	serious	-2%	0.96	100
お路？	お路？	androgynous	zh-CN-XiaomoNeural	calm	-1%	0.97	100
基地内放送	基地内放送	androgynous	zh-CN-YunxiNeural	chat	0%	0.98	100
オグ	オグ	androgynous	zh-CN-YunxiaNeural	calm	+2%	0.99	100
群衆	群衆	young_male	zh-CN-YunxiNeural	chat	+1%	0.99	100
ケーキ・ガーディアン	ケーキ・ガーディアン	mature_male	zh-CN-YunfengNeural	serious	-2%	0.96	100
部下	部下	young_female	zh-CN-XiaohanNeural	gentle	+2%	0.99	100
謎の赤ん坊	謎の赤ん坊	mature_male	zh-CN-YunjianNeural	serious	-3%	0.95	100
偽ダ・ヴィンチだった何か	偽ダ・ヴィンチだった何か	mature_female	zh-CN-XiaoxiaoNeural	gentle	0%	0.96	100
自由を選んだＡＩたち	自由を選んだＡＩたち	androgynous	zh-CN-XiaomoNeural	calm	-1%	0.97	100
「Ｂ」	「Ｂ」	young_male	zh-CN-YunxiaNeural	cheerful	+3%	1.00	100
斥候	斥候	young_male	zh-CN-YunxiaNeural	cheerful	+3%	1.00	100
牧場主Ｂの証言	牧場主Ｂの証言	mature_male	zh-CN-YunzeNeural	calm	-4%	0.94	100
牧場主Ｃの証言	牧場主Ｃの証言	mature_female	zh-CN-XiaoruiNeural	calm	-2%	0.94	100
牧場主Ｄの証言	牧場主Ｄの証言	young_female	zh-CN-XiaomengNeural	chat	+5%	1.03	100
ウルク兵士たち	ウルク兵士たち	young_male	zh-CN-YunxiNeural	chat	+1%	0.99	100
第三の門	第三の門	mature_female	zh-CN-XiaoruiNeural	calm	-2%	0.94	100
魔神バルバトス	魔神バルバトス	mature_female	zh-CN-XiaohanNeural	calm	0%	0.97	100
魔神ハルファス	魔神ハルファス	young_male	zh-CN-YunxiNeural	chat	+1%	0.99	100
弓使いの女	弓使いの女	mature_male	zh-CN-YunzeNeural	calm	-4%	0.94	100
武蔵＆佐々木小次郎	武蔵＆佐々木小次郎	mature_male	zh-CN-YunjianNeural	serious	-3%	0.95	100
女王の侍女	女王の侍女	young_female	zh-CN-XiaoyiNeural	cheerful	+4%	1.02	100
獣	獣	mature_male	zh-CN-YunfengNeural	serious	-2%	0.96	100
怪物・男	怪物・男	mature_female	zh-CN-XiaoxiaoNeural	gentle	0%	0.96	100
怪物・老人	怪物・老人	mature_female	zh-CN-XiaohanNeural	calm	0%	0.97	100
オズボーン	オズボーン	mature_male	zh-CN-YunjianNeural	serious	-3%	0.95	100
カルデアスタッフＢ	カルデアスタッフＢ	mature_female	zh-CN-XiaoxiaoNeural	gentle	0%	0.96	100
ヤガ叛逆軍（男）	ヤガ叛逆軍（男）	young_female	zh-CN-XiaomengNeural	chat	+5%	1.03	100
ヤガ叛逆軍（女）	ヤガ叛逆軍（女）	young_female	zh-CN-XiaoyiNeural	cheerful	+4%	1.02	100
父	父	young_female	zh-CN-XiaomengNeural	chat	+5%	1.03	100
ヴィハーン	ヴィハーン	young_male	zh-CN-YunxiaNeural	cheerful	+3%	1.00	100
壁の向こうからの声	壁の向こうからの声	young_male	zh-CN-YunxiaNeural	cheerful	+3%	1.00	100
ドクター？	ドクター？	young_male	zh-CN-YunxiNeural	chat	+1%	0.99	100
陰陽師たち	陰陽師たち	androgynous	zh-CN-XiaomoNeural	calm	-1%	0.97	100
安倍晴明	安倍晴明	androgynous	zh-CN-XiaomoNeural	calm	-1%	0.97	100
衛兵	衛兵	mature_male	zh-CN-YunzeNeural	calm	-4%	0.94	100
甲冑を着た妖精	甲冑を着た妖精	young_female	zh-CN-XiaoyiNeural	cheerful	+4%	1.02	100
酒場に集まった妖精	酒場に集まった妖精	androgynous	zh-CN-XiaomoNeural	calm	-1%	0.97	100
天幕の奥からの声	天幕の奥からの声	young_female	zh-CN-XiaoxiaoNeural	cheerful	+3%	1.00	100
出店の妖精	出店の妖精	young_male	zh-CN-YunxiNeural	chat	+1%	0.99	100
妖精の士官・オーラリア	妖精の士官・オーラリア	young_female	zh-CN-XiaomengNeural	chat	+5%	1.03	100
妖精の官司	妖精の官司	androgynous	zh-CN-XiaomoNeural	calm	-1%	0.97	100
通りの妖精	通りの妖精	young_female	zh-CN-XiaoyiNeural	cheerful	+4%	1.02	100
ロンディニウム・見張り兵士	ロンディニウム・見張り兵士	young_female	zh-CN-XiaohanNeural	gentle	+2%	0.99	100
大通りの商人	大通りの商人	androgynous	zh-CN-YunxiaNeural	calm	+2%	0.99	100
エディンバラの衛士	エディンバラの衛士	young_female	zh-CN-XiaomengNeural	chat	+5%	1.03	100
観客たち	観客たち	mature_female	zh-CN-XiaoruiNeural	calm	-2%	0.94	100
予言の歌	予言の歌	young_female	zh-CN-XiaoyiNeural	cheerful	+4%	1.02	100
兵士の声	兵士の声	young_female	zh-CN-XiaoxiaoNeural	cheerful	+3%	1.00	100
風に乗って響く声	風に乗って響く声	androgynous	zh-CN-XiaomoNeural	calm	-1%	0.97	100
手足をもがれた少女	手足をもがれた少女	young_female	zh-CN-XiaohanNeural	gentle	+2%	0.99	100
スプリガンの衛士Ｂ	スプリガンの衛士Ｂ	mature_male	zh-CN-YunfengNeural	serious	-2%	0.96	100
たおやかなディノス	たおやかなディノス	mature_female	zh-CN-XiaoruiNeural	calm	-2%	0.94	100
観客席のディノスたち	観客席のディノスたち	young_female	zh-CN-XiaohanNeural	gentle	+2%	0.99	100
言峰監督	言峰監督	young_female	zh-CN-XiaoyiNeural	cheerful	+4%	1.02	100
微笑むディノス	微笑むディノス	androgynous	zh-CN-XiaomoNeural	calm	-1%	0.97	100
逆臣たち	逆臣たち	androgynous	zh-CN-YunxiNeural	chat	0%	0.98	100
星詠みのディノス	星詠みのディノス	mature_male	zh-CN-YunjianNeural	serious	-3%	0.95	100
マリーの声	マリーの声	mature_female	zh-CN-XiaoruiNeural	calm	-2%	0.94	100
謎のアストロノーツ	謎のアストロノーツ	mature_female	zh-CN-XiaoruiNeural	calm	-2%	0.94	100
色の違う機械化兵	色の違う機械化兵	mature_male	zh-CN-YunfengNeural	serious	-2%	0.96	100
監視機械	監視機械	mature_female	zh-CN-XiaoxiaoNeural	gentle	0%	0.96	100
月笑騎士団・過激派Ａ	月笑騎士団・過激派Ａ	mature_male	zh-CN-YunzeNeural	calm	-4%	0.94	100
月笑騎士団・過激派Ｂ	月笑騎士団・過激派Ｂ	young_male	zh-CN-YunxiaNeural	cheerful	+3%	1.00	100
月笑騎士団Ｃ	月笑騎士団Ｃ	androgynous	zh-CN-YunxiNeural	chat	0%	0.98	100
じゃあくビースト	じゃあくビースト	androgynous	zh-CN-YunxiaNeural	calm	+2%	0.99	100
月笑騎士団・特殊工作隊	月笑騎士団・特殊工作隊	young_male	zh-CN-YunxiaNeural	cheerful	+3%	1.00	100
手を止めない老人	手を止めない老人	mature_female	zh-CN-XiaoxiaoNeural	gentle	0%	0.96	100
ドライ	ドライ	androgynous	zh-CN-XiaomoNeural	calm	-1%	0.97	100
ムーン・ドバイ市民Ｃ	ムーン・ドバイ市民Ｃ	androgynous	zh-CN-XiaomoNeural	calm	-1%	0.97	100
空洞に響く声	空洞に響く声	young_female	zh-CN-XiaomengNeural	chat	+5%	1.03	100
[#遺分體:エレメンツ]	[#遺分體:エレメンツ]	young_female	zh-CN-XiaohanNeural	gentle	+2%	0.99	100
オクタヴィア	オクタヴィア	mature_male	zh-CN-YunzeNeural	calm	-4%	0.94	100
チン	チン	mature_male	zh-CN-YunfengNeural	serious	-2%	0.96	100
女神	女神	young_female	zh-CN-XiaoyiNeural	cheerful	+4%	1.02	100
温厚なディノス	温厚なディノス	androgynous	zh-CN-YunxiNeural	chat	0%	0.98	100
ネモ・マリーンＤ	ネモ・マリーンＤ	young_female	zh-CN-XiaomengNeural	chat	+5%	1.03	100
アーサー王	アーサー王	mature_female	zh-CN-XiaoruiNeural	calm	-2%	0.94	100
妖しき声	妖しき声	mature_male	zh-CN-YunjianNeural	serious	-3%	0.95	100
武器屋の親父	武器屋の親父	young_male	zh-CN-YunxiaNeural	cheerful	+3%	1.00	100
ガウェイン？	ガウェイン？	mature_female	zh-CN-XiaohanNeural	calm	0%	0.97	100
元老院議員	元老院議員	mature_female	zh-CN-XiaoxiaoNeural	gentle	0%	0.96	100
おねえさん	おねえさん	mature_male	zh-CN-YunfengNeural	serious	-2%	0.96	100
ローマ市民	ローマ市民	mature_female	zh-CN-XiaoruiNeural	calm	-2%	0.94	100
ブッルス	ブッルス	young_female	zh-CN-XiaomengNeural	chat	+5%	1.03	100
元気な声	元気な声	androgynous	zh-CN-XiaomoNeural	calm	-1%	0.97	100
獅子と紳士	獅子と紳士	young_female	zh-CN-XiaoyiNeural	cheerful	+4%	1.02	100
基底のザイード	基底のザイード	mature_female	zh-CN-XiaohanNeural	calm	0%	0.97	100
ナーサリー・ライムの声	ナーサリー・ライムの声	androgynous	zh-CN-YunxiNeural	chat	0%	0.98	100
証言者Ａ	証言者Ａ	young_female	zh-CN-XiaoxiaoNeural	cheerful	+3%	1.00	100
証言者Ｃ	証言者Ｃ	young_female	zh-CN-XiaomengNeural	chat	+5%	1.03	100
証言者Ｅ	証言者Ｅ	young_female	zh-CN-XiaoyiNeural	cheerful	+4%	1.02	100
どこからか響いてくる声	どこからか響いてくる声	mature_male	zh-CN-YunjianNeural	serious	-3%	0.95	100
仙台藩士	仙台藩士	young_male	zh-CN-YunxiaNeural	cheerful	+3%	1.00	100
武田ダレイオス	武田ダレイオス	young_male	zh-CN-YunxiNeural	chat	+1%	0.99	100
ステンノ・エウリュアレ	ステンノ・エウリュアレ	androgynous	zh-CN-XiaomoNeural	calm	-1%	0.97	100
銅角	銅角	androgynous	zh-CN-XiaomoNeural	calm	-1%	0.97	100
金角　銀角	金角　銀角	mature_female	zh-CN-XiaoruiNeural	calm	-2%	0.94	100
モンク	モンク	young_male	zh-CN-YunxiaNeural	cheerful	+3%	1.00	100
ノッブＵＦＯ	ノッブＵＦＯ	young_male	zh-CN-YunxiNeural	chat	+1%	0.99	100
ガイド音声	ガイド音声	mature_female	zh-CN-XiaoruiNeural	calm	-2%	0.94	100
ブラックアイドル	ブラックアイドル	mature_male	zh-CN-YunzeNeural	calm	-4%	0.94	100
数学教授（五十代・独身）	数学教授（五十代・独身）	young_female	zh-CN-XiaohanNeural	gentle	+2%	0.99	100
ネロ＆アルトリア・オルタ	ネロ＆アルトリア・オルタ	androgynous	zh-CN-YunxiaNeural	calm	+2%	0.99	100
版元の男	版元の男	androgynous	zh-CN-XiaomoNeural	calm	-1%	0.97	100
カルデア職員（女性）	カルデア職員（女性）	mature_male	zh-CN-YunjianNeural	serious	-3%	0.95	100
カルデア職員（男性・女性）	カルデア職員（男性・女性）	mature_male	zh-CN-YunzeNeural	calm	-4%	0.94	100
脇坂カツハル	脇坂カツハル	young_male	zh-CN-YunxiNeural	chat	+1%	0.99	100
シェリンガム	シェリンガム	mature_male	zh-CN-YunfengNeural	serious	-2%	0.96	100
人斬り以蔵	人斬り以蔵	mature_male	zh-CN-YunjianNeural	serious	-3%	0.95	100
通りすがりのＯＬ	通りすがりのＯＬ	androgynous	zh-CN-YunxiNeural	chat	0%	0.98	100
ウクレレ名人	ウクレレ名人	young_female	zh-CN-XiaoyiNeural	cheerful	+4%	1.02	100
