jp_name	cn_name_simp	cn_name_trad	count
ナレーター			13
メイド			13
ヤガの男	雅嘎男子	雅嘎男子	13
レジスタンスの少年	反抗者少年	反抗者少年	13
偽沖田			13
垢溜まりの魔女	满身污垢的魔女	滿身污垢的魔女	13
大奥女中Ａ			13
宮部鼎蔵			13
家人	家仆	家僕	13
少女たち	少女们	少女們	13
悪の高杉社長			13
戦国維新ナガオカゲトラ			13
放送用ゲイザー			13
新選組隊士			13
派手な男			13
版元“西村屋”			13
用心棒“お萌”			13
看守	看守	看守	13
知らない女の子			13
自動アナウンス			13
豊臣ギル吉			13
赫瞳の剣士	赤瞳的剑士	赤瞳的劍士	13
集落の子供			13
魔神柱	魔神柱	魔神柱	13
Ｅ・フラン	E·弗兰	E．弗蘭	13
ぐっ様人形			12
まさごちゃん			12
もうひとりのミス・クレーン			12
もう１人のエリザベート			12
ウェールズの妖精	威尔士的妖精	威爾斯的妖精	12
エルドラドのバーサーカー	黄金国的Berserker		12
オリュンポス山の村人			12
グレンデル	哥伦多	哥倫多	12
サメ兵士	鲨鱼士兵	鯊魚士兵	12
シーフードの鬼			12
スプリガンの衛士	斯普里根的卫士	斯普利根的衛士	12
チンピラ	小混混	小混混	12
ツチノコたち			12
デイノニクス11兄弟・六男	恐爪龙十一兄弟·老六	恐爪龍十一兄弟．老六	12
ナレーションマシュ			12
ニトクリス・オルタ（真）	尼托克丽丝·Alter（真）	尼托克里絲．Alter（真）	12
ネモ・ガレス			12
ピックマン夫人	皮克曼夫人	皮克曼夫人	12
フード姿の妖精	戴着兜帽的妖精	戴著兜帽的妖精	12
モブ足軽			12
不死殺しの円環			12
今川よしつね			12
偽ジャック			12
初代妖精騎士	初代妖精骑士	初代妖精騎士	12
千歳市民のお父さん			12
司書			12
壺（ＤＯＭＡＮ）			12
女たちの声	女人们的声音	女人們的聲音	12
女海賊Ｂ	女海盗B	女海盜B	12
妖精の行商団	妖精行商团	妖精行商團	12
左近	左近	左近	12
年若い娘	年轻姑娘	年輕女性	12
店長			12
弥生維新・卑弥呼			12
村の妖精	村里的妖精	村裡的妖精	12
機械化兵団	机械化军团	機械化軍團	12
機械化歩兵	机械化步兵	機械化步兵	12
歌川広重			12
武器商人	武器商人	武器商人	12
永倉巡査			12
牙の氏族たち	牙之氏族们	牙之氏族們	12
用心棒			12
町人の男	城里男人	城裡男人	12
相棒のキャスター			12
祖獣			12
精悍な声	精悍的声音	精悍的聲音	12
船員“白旗”	船员“白旗”	船員「白旗」	12
船員“錨番”	船员“锚番”	船員「錨番」	12
謎の老人			12
連合兵	联盟士兵	聯盟士兵	12
長宗我部エミチカ			12
長尾晴景	长尾晴景		12
駆けつけてきた兵士	急忙赶来的士兵	急忙趕來的士兵	12
魔物	魔物	魔物	12
黄金竜			12
【景市】			11
あごをさするディノス	摸下颚的迪诺斯	摸下顎的迪諾斯	11
ある魔術師	某位魔术师	某位魔術師	11
お米のひと	背大米的人	背大米的人	11
どう見ても恐竜	怎么看都是恐龙	怎麼看都是恐龍	11
もじゃ髪の博士	鸟窝头的博士	鳥窩頭的博士	11
イリ助さん			11
エディンバラの住人	爱丁堡的居民	愛丁堡的居民	11
エルメロイⅡ世？	埃尔梅罗Ⅱ世？	埃爾梅羅Ⅱ世？	11
カブラギ	镝木	鏑木	11
カルデア職員	迦勒底职员	迦勒底職員	11
カルデア通信士			11
カワタ	カワタ		11
キルケー？	喀耳刻？	喀耳刻？	11
ケルベロス			11
サンソン（？）	桑松（？）	桑松（？）	11
シャドウサーヴァント	影从者	影從者	11
スペース・サンタさん			11
スペース丁稚	太空伙计	太空學徒	11
セレブな客Ｂ			11
トリスメギストスⅡ	特里斯墨吉斯忒斯Ⅱ	特里斯墨吉斯忒斯Ⅱ	11
ファン？			11
メイヴ？	梅芙？	梅芙？	11
レイシフト適合者	灵子转移适任者	靈子轉移適任者	11
レジスタンス男Ａ	反抗者男性A	反抗者男性A	11
レジスタンス男Ｂ	反抗者男性B	反抗者男性B	11
ロベスピエール・ゴースト	罗伯斯庇尔鬼魂	羅伯斯比爾鬼魂	11
ワニ親方			11
一般兵			11
不届きな魔（仮）			11
亡霊	亡灵	亡靈	11
仮面の妖精たち	戴面具的妖精们	戴面具的妖精們	11
作業員			11
刑部姫Ａ			11
前田セタンタ			11
勇者・壱与			11
北欧の少女	北欧少女	北歐少女	11
参加者たち			11
司会者	司仪	主持人	11
四人			11
土の氏族の鍛冶師	土之氏族的锻造师	土之氏族的鍛造師	11
城勤めの女	城中任职的女子	城中任職的女子	11
場内アナウンス			11
大蛇	大蛇		11
太陽の騎士	太阳骑士	太陽騎士	11
女剣士			11
妙漣寺鴉郎	妙涟寺鸦郎	妙漣寺鴉郎	11
客			11
客Ａ			11
家令	管家	管家	11
将軍	将军	將軍	11
展望台アナウンス	观景台广播语音	觀景臺廣播語音	11
床屋の主人（人間）	理发店老板（人类）	理髮店老闆（人類）	11
後藤セタンタ			11
怨霊	怨灵	怨靈	11
怪物	怪物	怪物	11
愉快なアサシン	愉快なアサシン		11
攘夷志士			11
新宿のライダー	新宿的Rider	新宿的Rider	11
日比乃ひびき？	日比乃ひびき？		11
最も恐ろしきもの			11
検事	检察官	檢察官	11
検非違使たち	检非违使们	檢非違使們	11
横になったハベトロット	躺着的哈贝特洛特	躺著的哈貝特洛特	11
檻の中の市民Ｄ	笼中市民Ｄ	籠中市民Ｄ	11
母親	母亲	母親	11
派手な姿の少女			11
燎原の鬼			11
田助	田助	田助	11
砦の兵士Ａ	堡垒的士兵A	堡壘的士兵A	11
第六天魔王・卑弥呼			11
紙袋のゴッデス			11
維新まじん・オルタ妹			11
総合統括ＡＩ	综合统管ＡＩ	綜合統管ＡＩ	11
蛇神様			11
街頭テレビ			11
解説	解说	解說	11
豹尾神	豹尾神	豹尾神	11
酔っぱらいの浪人			11
陽炎太夫（楊貴妃）	阳炎太夫（琰女）	陽炎太夫（楊貴妃）	11
難民たち	难民们	難民們	11
風の氏族	风之氏族	風之氏族	11
鬼弐			11
魔神アモン	魔神亚蒙	魔神亞蒙	11
黒獅子もどき			11
ちびノブ			10
ちびノブ？			10
みんな	众人	眾人	10
アキバガードＢ			10
イライザ	伊莉莎	伊莉莎	10
エイケン・ドラム	艾肯·德拉姆	艾肯．德拉姆	10
オキタソージ			10
オペレーター			10
オールド・ドバイ市民	旧迪拜市民	舊杜拜市民	10
オールド・ドバイ自警団Ａ	旧迪拜义警团员Ａ	舊杜拜巡守隊員Ａ	10
カヤン	カヤン		10
ガウェインの兵士・Ａ	高文的士兵A	高文的士兵A	10
グロスターの下級妖精たち	格洛斯特的下级妖精们	格洛斯特的下級妖精們	10
ケモミミの女王			10
ゲーム中のアーチャー			10
シノ			10
ジャック（アサシン）			10
ジャンヌ・ダルク？	贞德？	貞德？	10
デイノニクス11兄弟・右	恐爪龙十一兄弟·右	恐爪龍十一兄弟．右	10
トントゥ？			10
ドクター	医生	醫生	10
ドッペルゲンガー	二重身	二重身	10
ネモ・マリーンたち	尼莫水兵们	尼莫水兵們	10
ネモ？	尼莫？	尼莫？	10
バニヤン？	班扬？	班揚？	10
ミネルヴァ	密涅瓦	米娜瓦	10
メディア《マタ・ハリ》	美狄亚《玛塔·哈丽》	美狄亞《瑪塔・哈里》	10
モブ女たち	龙套女们	龍套女們	10
モルガンに集まった妖精たち	聚集在摩根身边的妖精们	聚集在摩根身邊的妖精們	10
ローマ大名ネロ			10
人さらい	绑架犯	綁架犯	10
健康博士			10
光り輝く埴輪			10
古き神	古老的神	古老的神	10
名無しの弟			10
嘆きの騎士	悲叹的骑士	悲嘆的騎士	10
地獄の番人	地狱的看守		10
埴輪			10
天使	天使		10
妖精	妖精	妖精	10
妖精士官	妖精士官	妖精士官	10
孔明な武術家	孔明武术家	孔明武術家	10
宮中の僧	宫中的僧侣	宮中的僧侶	10
巌窟王の声	岩窟王的声音	巖窟王的聲音	10
悪いノッブ			10
斎藤警部			10
最後のマネージャー			10
月笑騎士団たち	月笑骑士团员们	月笑騎士團員們	10
未来			10
檻の中の市民Ｃ	笼中市民Ｃ	籠中市民Ｃ	10
淀の方			10
湖の騎士	湖上骑士	湖上騎士	10
煙酔のハサン	烟醉哈桑	煙醉的哈桑	10
片桐メドゥ元			10
現在			10
男Ｂ	男性B	男性B	10
白い医師たち	白い医師たち		10
百地ハサン太夫			10
砦の兵士	堡垒的士兵	堡壘的士兵	10
砦の兵士Ｂ	堡垒的士兵B	堡壘的士兵B	10
神官職ディノス	神官职迪诺斯	神官職迪諾斯	10
穢れた騎士達			10
竜骸	龙骸	龍骸	10
維新新選組・オキタ			10
船員	船员	船員	10
艶やかな少女の声	娇艳的少女声音	嬌豔的少女聲音	10
虎千代			10
誹謗中傷の源			10
謎の船長			10
謎の鎧武者			10
謎の長宗我部ヒロインⅩ			10
農村駐在	农村亭卒	農村差役	10
過去			10
鋼鉄始皇帝	钢铁祖政	鋼鐵始皇帝	10
雑賀孫市			10
領民			10
魔神アンドラス			10
魔神ガープ	魔神概布	魔神概布	10
魔神柱ラウム	魔神柱劳姆	魔神柱勞姆	10
黒獅子？			10
黒髪のカウガール			10
ちびノブ達			9
はぐれサーヴァント			9
アイランド仮面			9
アルトリア？	阿尔托莉雅？	阿爾托莉亞？	9
エデ	海黛	海黛	9
オデュッセウス？	奥德修斯？	奧德修斯？	9
オリオン？	俄里翁？	俄里翁？	9
オールド・ドバイ自警団Ｂ	旧迪拜义警团员Ｂ	舊杜拜巡守隊員Ｂ	9
カルデア職員Ｂ	迦勒底职员Ｂ	迦勒底職員Ｂ	9
ガネコ？	伽内可？	迦尼可？	9
ギガプレシオサウルスくんΩ			9
ギャング			9
ゲシュティンアンナ			9
コブンゴ			9
コンスタンティノープル	君士坦丁堡	君士坦丁堡	9
サバフェス仙人			9
サメ兵士Ａ			9
ダユー？	达尤？	達尤？	9
ディオスクロイ	狄俄斯库里	狄奧斯庫洛伊	9
デイノニクス11兄弟・一男	恐爪龙十一兄弟·老大	恐爪龍十一兄弟．老大	9
ハンドレッドフェイス秘書子			9
パライソ	Paraiso	Paraiso	9
ヘスティア島住民	赫斯提亚岛居民	赫斯緹雅島居民	9
マガツ茶々ノカミ			9
マルガレータ	玛格丽莎	瑪格麗莎	9
モリアーティ（ヤング）			9
モードレッド？	莫德雷德？	莫德雷德？	9
ヤガ市民Ｃ	雅嘎市民Ｃ	雅嘎市民Ｃ	9
レジスタンス	反抗者	反抗者	9
レジスタンス男達	反抗者们	反抗者們	9
ロンディニウムの少女	伦蒂尼恩的少女	倫蒂尼恩的少女	9
久坂玄瑞			9
今魔川代官			9
但馬の侍衆	但马的武士众	但馬的武士眾	9
偽アストルフォ			9
偽酒呑童子			9
僧兵？			9
加藤メディ明			9
商人			9
土御門泰広			9
地上のオセロトルたち	地面上的奥塞洛特尔们	地面上的奧塞洛特爾們	9
夢をみている男			9
大人	大人	大人	9
女性市民			9
女王の騎士	女王的骑士	女王的騎士	9
妖精の兵士	妖精士兵	妖精士兵	9
妖精騎士メリュジーヌ	妖精骑士梅柳齐娜	妖精騎士美露莘	9
委員長			9
官司たち	官吏们	官吏們	9
客Ｂ			9
宣伝マン			9
巴の声			9
常連客の猟師			9
摩玖主の村人			9
摩玖主僧兵			9
新三姉妹			9
暗殺者			9
木曾義仲	木曾义仲	木曾義仲	9
東洋の客Ｂ			9
水夫長	水手长	水手長	9
沖田オルタ？	冲田Alter？	沖田Alter？	9
漁村の老人			9
生産部ＡＩ	生产部ＡＩ	生產部ＡＩ	9
生真面目な紳士	认真严肃的绅士	認真嚴肅的紳士	9
町人の女	城里女人	城裡女人	9
白竜			9
白野ふたり	两位白野	兩位白野	9
竜種	龙种	龍種	9
第六天魔王・織田信長			9
紐を弄くる老人	玩绳结的老人	玩繩結的老人	9
維新まじん・オルタ姉			9
綺麗なオカダ			9
謎のアルターエゴＰ			9
謎のイゾーＯ			9
謎の七本槍・糟屋ヒロインＸ			9
謎の女の子			9
買い物中の妖精	购物中的妖精	購物中的妖精	9
通りすがりの名も無き英霊			9
通りすがりの妖精	路过的妖精	路過的妖精	9
通り一番の靴屋	街上最好的鞋匠	街上最好的鞋匠	9
陽気な声	爽朗的声音	爽朗的聲音	9
首をかしげるディノス	歪着头的迪诺斯	歪著頭的迪諾斯	9
高名な武術家	高明武术家	高明武術家	9
黒アイリ			9
３人			9
『術師』の使い魔			8
おいしい巨大卵			8
ちびハサン	小哈桑	小哈桑	8
アナウンスの声	广播语音	廣播語音	8
アルテラ・ザ・サン（タ）			8
イネ			8
ウッドワス軍・兵士	伍德沃斯军·士兵	伍德沃斯軍．士兵	8
ウルク兵士Ａ	乌鲁克士兵A	烏魯克士兵A	8
エジソン君			8
オセロトルたち	奥塞洛特尔们	奧塞洛特爾們	8
カフェ・赤髭の給仕	咖啡馆的红胡子侍者	咖啡館的紅鬍子侍者	8
キャプテン・キッド	基德船长	基德船長	8
グロスターの妖精	格洛斯特的妖精	格洛斯特的妖精	8
ケルト兵	凯尔特士兵	凱爾特士兵	8
ジナーシャ？	吉娜什？	吉娜薩？	8
スタッフＡ	工作人员A	工作人員A	8
ステラマリー	ステラマリー		8
セバスチャン			8
ソールズベリーの兵士・Ｂ	索尔兹伯里的士兵 B	索爾茲伯里的士兵 B	8
デイノニクス11兄弟・二男	恐爪龙十一兄弟·老二	恐爪龍十一兄弟．老二	8
デスソードファイア			8
ネモサンタ（中継）			8
ネモ・マリーン（計測係）	尼莫水兵（测量员）	尼莫水兵（測量員）	8
ネモ・マリーンＣ	ネモ・マリーンＣ	尼莫水兵C	8
ネルガル			8
パールヴァティー？	帕尔瓦蒂？	帕爾瓦蒂？	8
ビッグノッブ			8
ファンＡ			8
フワワ？	胡姆巴巴？	胡姆巴巴？	8
プレシオサウルスくん			8
ベッドの上の少年	床上的少年	床上的少年	8
メイヴ親衛隊			8
モヒカン			8
モリアーティ（アラフィフ）			8
交換屋の妖精	交易铺的妖精	交易鋪的妖精	8
伊達ジャンヌ・オルタ			8
元帝王パーシマ	前帝王珀西玛	前帝王帕西瑪	8
兵士？	士兵？	士兵？	8
城下の人々	城里的人们	城裡的人們	8
執事モレー			8
多感なるディノス	多愁善感的迪诺斯	多愁善感的迪諾斯	8
大奥女中Ｂ			8
女海賊Ａ	女海盗A	女海盜A	8
女王の兵士	女王的士兵	女王的士兵	8
屋台の親父			8
山の民	山之民	山之民	8
岡っ引き“貌”			8
巫女			8
店の主人	店主	店主	8
庭の衛士	庭院里的卫士	庭院裡的衛士	8
怪しい男			8
怪異			8
戴冠式に向かう妖精たち	前往加冕仪式的妖精们	前往加冕儀式的妖精們	8
暗黒の仔山羊			8
東洋の客Ａ			8
檻の中の市民Ｂ	笼中市民Ｂ	籠中市民Ｂ	8
武蔵坊雪斎			8
浅井家足軽			8
町の住民			8
瘤のある老人			8
研究員Ａ	研究员A	研究員A	8
神官			8
節分女将			8
維新新選組・フジタ			8
縄で縛られた茨木童子	被绳子捆住的茨木童子	被繩子捆住的茨木童子	8
蠣崎シトナイ			8
謎の平安女子Ａ			8
謎の維新ライダーＭ			8
警備兵	警卫兵	警衛兵	8
足軽			8
集落の老人			8
魔猿			8
黒田メフィスト			8
Ｕプレジデントシップ			8
【㭍六】			7
アステリオス（？）	阿斯忒里俄斯（？）	阿斯忒里翁	7
アナウンスＢ	广播语音B	廣播語音B	7
アマゾネスＣ	亚马逊人C	亞馬遜人C	7
アルクェイド（？）			7
オールド・ドバイ市民Ａ	旧迪拜市民Ａ	舊杜拜市民Ａ	7
オールド・ドバイ市民Ｂ	旧迪拜市民Ｂ	舊杜拜市民Ｂ	7
カブキマスター阿国			7
キングプロテア？	Kingprotea？	Kingprotea？	7
クー・フーリン・オルタ？	库·丘林·Alter？	庫．夫林．Alter？	7
クー・フーリン？	库·丘林？	庫．夫林？	7
コスモギルガメス			7
サメ騎士			7
サーファー			7
サーヴァントたち	从者们	從者們	7
スペースモッヒー			7
セネカ	塞内卡	塞內卡	7
ディノス	迪诺斯	迪諾斯	7
デイノニクス11兄弟・左	恐爪龙十一兄弟·左	恐爪龍十一兄弟．左	7
デイノニクス11兄弟・真ん中	恐爪龙十一兄弟·正中	恐爪龍十一兄弟．正中	7
デビー・クロケット			7
トータ	藤太	藤太	7
ドレイク？	德雷克？	德雷克？	7
ネルガルの悪意			7
ノクナレア軍・士官	诺克娜蕾军·士官	諾克娜蕾雅軍．士官	7
バスの運転手	巴士司机		7
ファンＢ			7
ボンバーノッブ			7
マガツ利休ノカミ			7
マシュの声	玛修的声音	瑪修的聲音	7
マネージャー人形			7
マーカス	マーカス		7
ミスター・チンの声			7
ミステリアン・サーヴァント２号			7
メジェドｓ	梅杰德ｓ	梅傑德ｓ	7
モース	摩耳斯	莫斯	7
ラニ＝Ｋ	拉妮－Ｋ	拉妮＝Ｋ	7
レアお菓子ゴーレム			7
レオニマス一世			7
レベッカ	蕾贝卡	蕾貝卡	7
三姉妹			7
上杉アルトリア			7
五人			7
京の男	京城的男人	京城的男人	7
仮面の巌窟王	覆面的岩窟王	戴面具的巖窟王	7
仮面の男	覆面的男人	戴面具的男人	7
伝令お茶ノッブ			7
偽の壱与			7
兵士たち	士兵们	士兵們	7
動物のような妖精	动物般的妖精	動物般的妖精	7
北の妖精	北方妖精	北方妖精	7
叔母の声	阿姨的声音	阿姨的聲音	7
古代火星人Ａ			7
大魔王オキタ・オルタ			7
太陽のパリス			7
少女メドゥーサ			7
山南先生			7
巴御前？	巴御前？	巴御前？	7
帝王パーシマ	帝王珀西玛	帝王帕西瑪	7
常連客Ａ			7
平野えっちゃん			7
従者の女	女侍从	女侍從	7
教会の少女			7
教師	教师	教師	7
新ケツァルマスク			7
暴徒たち			7
書記官イットリー	书记官伊托里	書記官伊托里	7
松平アーラシュ			7
査問官	调查官	調查官	7
案内ロボット	指引机器人	引導機器人	7
棚の下に隠れている靴屋の妖精	躲在架子下的鞋匠妖精	躲在架子下的鞋匠妖精	7
檻の中の市民Ａ	笼中市民Ａ	籠中市民Ａ	7
歌舞伎弁士・阿国			7
水着カッツ			7
沖田巡査長			7
浜辺のクールガイ			7
淑やかな姫君	端庄的大小姐	端莊的大小姐	7
爆発した女			7
牛車の中の貴人	牛车中的贵人	牛車中的貴人	7
王の氏族になった妖精	成为了王之氏族的妖精	成為了王之氏族的妖精	7
町の人々	城里的人们	城裡的人們	7
福島エミノリ			7
第一の門	第一门	第一門	7
若者	年轻人	年輕人	7
見張りの妖精Ａ	看守的妖精A	看守的妖精A	7
警防タイプ筆頭ＡＩ	警防型首席ＡＩ	警防型首席ＡＩ	7
軍法務士官	军事法务士官	軍事法務士官	7
逃げる妖精	逃命的妖精	逃命的妖精	7
連合軍兵士	联合军士兵	聯合軍士兵	7
達人			7
部下Ａ	部下A	部下A	7
釈妙英			7
里の老婆	村里老太	村裡老嫗	7
闘士ワクチャン	斗士瓦克昌	鬥士瓦克昌	7
雅な芸妓	优雅的艺妓	優雅的藝妓	7
集落の人			7
音怨リーダー・ソロウ			7
顔のいい妖精	面容姣好的妖精	面容姣好的妖精	7
高名な武術家の弟子	高明武术家的弟子	高明武術家的弟子	7
魔獣	魔兽	魔獸	7
魔獣フラウロス			7
魔神サブナック	魔神斯伯纳克	魔神斯伯奈克	7
魔神ナベリウス	魔神纳贝流士	魔神納貝流士	7
魔神柱？	魔神柱？	魔神柱？	7
鳥の姿をした妖精	鸟状妖精	鳥型態的妖精	7
黒犬			7
ＳＰ１			7
Dr．ロマン	Dr.罗曼	Dr.羅曼	6
《自由を求める者》			6
あちらのお客さま			6
あるムーン・ドバイ市民	某位月球迪拜市民	某位月球杜拜市民	6
うなずいていたディノス	刚才点头的迪诺斯	剛才點頭的迪諾斯	6
うなずくディノス	点头的迪诺斯	點頭的迪諾斯	6
かすれた声	かすれた声		6
アキバガードＡ			6
アマデウス仮面			6
ウッドワス軍・伝令兵	伍德沃斯军·传令兵	伍德沃斯軍．傳令兵	6
ウルク門番	乌鲁克守卫	烏魯克守衛	6
エジソン兵			6
カルデア職員（男性）			6
カルデア職員Ｃ	迦勒底职员Ｃ	迦勒底職員Ｃ	6
キングプレシオサウルスくん？			6
コンたち	涳们	涳們	6
サバフェス海賊			6
サメ兵士Ｂ			6
シュメル人	苏美尔人	蘇美人	6
シンベエ			6
ジェニー	珍妮	珍妮	6
ジャック・ザ・リッパー	开膛手杰克	開膛手傑克	6
ダイゾー			6
チョコラミス			6
チンピラＢ	小混混B	小混混B	6
デイノニクス11兄弟・三男	恐爪龙十一兄弟·老三	恐爪龍十一兄弟．老三	6
トレーナーのお兄さん			6
ドゥン・スタリオン			6
ニコラ・テスラ？	尼古拉·特斯拉？	尼古拉．特斯拉？	6
ニワトコ			6
ニンジャ			6
ネモたち	尼莫们	尼莫們	6
ネモ・アスクレピオス			6
ネモ・マリーン（偽）			6
ネモ・マリーン（観測手・左）	尼莫水兵（观测手·左）	尼莫水兵（觀測手．左）	6
ネモ・レディ・アヴァロン			6
ハンバーグの鬼			6
バビロン兵			6
ファウスト	浮士德	浮士德	6
フリーダムと呼ばれた男			6
フーカ先生？	芙卡老师？	芙卡老師？	6
ベル・ラフム	巴力拉赫穆	巴力拉赫穆	6
ボイジャー（イアソン）			6
ボンベ	邦贝	邦貝	6
マシュ《プロンプト》	玛修《提词员》	瑪修《提詞員》	6
ムーン・ドバイ市民Ｂ	月球迪拜市民Ｂ	月球杜拜市民Ｂ	6
メジェド？			6
モノローグ（ＣＶ：呼延灼）			6
ヨシスケ			6
ランスロット？	兰斯洛特？	蘭斯洛特？	6
ルドルフ	鲁道夫	魯道夫	6
レジスタンス男	反抗者男性	反抗者男性	6
ロード・エルメロイⅡ世	君主·埃尔梅罗Ⅱ世	君主．埃爾梅羅Ⅱ世	6
一枚摺売り	一枚摺小贩	一枚摺小販	6
不夜城のキャスター	不夜城的Caster		6
不思議そうなディノス	感到不可思议的迪诺斯	感到不可思議的迪諾斯	6
中国の馬	中国的马	中國的馬	6
中岡慎太郎			6
人間の兵士	人类士兵	人類士兵	6
住民Ａ			6
信徒？			6
兵士の声Ａ	士兵的声音A	士兵的聲音A	6
円卓軍の伝令兵	圆桌军的传令兵	圓桌軍的傳令兵	6
前田クー・フーリン・オルタ			6
劇場高級会員	剧院高级会员	劇院高級會員	6
加藤書文			6
千歳市民の男の子			6
反乱軍の兵士	反叛军士兵	反叛軍士兵	6
名も無きカメラマンのみなさん			6
名状しがたき異形	难以名状的异形	難以名狀的異形	6
土の妖精	土之妖精	土之妖精	6
埴輪ノッブ			6
外で集まっている妖精たち	聚集在外面的妖精们	聚集在外面的妖精們	6
大奥女中Ｃ			6
天魔武蔵			6
宮本伊織？	宮本伊織？	宮本伊織？	6
少女騎士			6
市民Ｃ			6
布団			6
常連客Ｂ			6
幸寿前			6
恰幅のいい人間	身材丰腴的人类	身材豐腴的人類	6
悪夢のウィリアム			6
手下達			6
批評家	评论家	評論家	6
摩玖主大本尊			6
擬機神デメテル・オリジン			6
検使			6
極悪非道の盗賊	穷凶极恶的盗贼	窮凶極惡的盜賊	6
檻の中の市民たち	笼中市民们	籠中市民們	6
死霊			6
源義経			6
瀕死のカーター《ラウム》	濒死的卡特《劳姆》	瀕死的卡特《勞姆》	6
牙の妖精	牙之妖精	牙之妖精	6
牧師《食屍鬼》	牧师《食尸鬼》	牧師《食屍鬼》	6
犬士たち			6
狗神			6
町民Ａ			6
看護師	护士	護士	6
真人始皇帝	真人祖政	真人始皇帝	6
真田エミ幸			6
祭神の巫女			6
竹中アンデルセン			6
第五の門	第五门	第五門	6
第四の門	第四门	第四門	6
羊			6
聖都軍兵士Ｂ	圣都军士兵B	聖都軍士兵B	6
良いノッブ			6
花の魔術師			6
虎面の怪			6
虞美人ｓ			6
蛇竜人たちの声			6
謎のディーラーΛ			6
謎の宣教師Ａ			6
軍判事	军事法官	軍事法官	6
轍の嬰児	车辙的婴儿	車轍的嬰兒	6
農婦Ｂ	农妇B	農婦B	6
連合軍兵士たち	联合军士兵们	聯合軍士兵們	6
銀河警察			6
銀角	银角	銀角	6
難民の子供	儿童难民	兒童難民	6
非モテ警察達			6
音声ガイド			6
顧客達の声			6
駐在さん			6
騎士の声	骑士的声音	騎士的聲音	6
騎士団員マッドネス	骑士团员疯狂	騎士團員瘋狂	6
魔獣ドラコー			6
魔獣ナベリウス			6
魔神オセ	魔神欧赛	魔神歐賽	6
魔神クロケル	魔神克罗赛尔	魔神克羅賽爾	6
魔神グシオン	魔神古辛	魔神古辛	6
魔神フォルネウス	魔神佛钮司	魔神佛鈕司	6
魔術師マーリン	魔术师梅林	魔術師梅林	6
黒髭？	黑胡子？	黑鬍子？	6
？？？（二人目）			6
Ｘ・オルタ・オーバーロード			6
“公方様”			5
ありがたい石像			5
うなだれたムーン・ドバイ市民たち	垂头丧气的月球迪拜市民们	垂頭喪氣的月球杜拜市民們	5
お爺さん			5
お茶ノッブ			5
お菓子の国の住人			5
ご機嫌なムーン・ドバイ市民	快活的月球迪拜市民	情緒高昂的月球杜拜市民	5
その背中に乗ったガレス	骑在他背上的加雷斯	騎在他背上的加雷斯	5
もうひとりの競り手	另一位竞拍者	另一位競拍者	5
アイン	艾茵		5
アニング？	アニング？		5
アマゾネスたち	亚马逊人们	亞馬遜人們	5
アルテラ？	阿蒂拉？	阿蒂拉？	5
アンティオキアの騎士			5
イスカリと呼ばれた青年	被称作伊斯卡利的青年	被稱作伊斯卡利的青年	5
イマジナリー紫式部			5
ウィレム	威廉	威廉	5
ウェルキンゲトリクス・ゴースト	维钦托利·鬼魂	維欽托利．鬼魂	5
ウェールズの妖精たち	威尔士的妖精们	威爾斯的妖精們	5
エミヤ（EX）			5
エリちゃんｓ			5
エリザベート（ランサー）			5
オートマタ	自动人偶	自動人偶	5
カドック（？）	卡多克（？）		5
カルデアスタッフＡ	迦勒底工作人员A	迦勒底工作人員A	5
ガルラ霊			5
ギャングＣ			5
グレートデスクロー	无可逃脱死亡钩爪	無可逃脫死亡鉤爪	5
サリエリ？	萨列里？	薩里耶利？	5
シェフィールドの妖精たち	谢菲尔德的妖精们	雪菲爾的妖精們	5
ジャイルズ	吉尔斯	吉爾斯	5
ジャンヌ？	贞德？	貞德？	5
スカサハ＝スカディＡ	斯卡哈·斯卡蒂A	斯卡薩哈=斯卡蒂A	5
スセリツカ			5
スタッフＣ	工作人员C	工作人員C	5
スペースモッヒーＢ			5
セレブＢ	名流B	名流B	5
ゾンビ			5
ツヴァイ	茨薇		5
ドラケイ	德拉凯	德拉凱	5
ドレッドノート			5
ノッブＰ			5
ノブ選組			5
ノリッジの使い	诺里奇的使者	諾里奇的使者	5
プレジデント臨時秘書	总裁临时秘书	總裁臨時秘書	5
マケドニア兵たち			5
マーリン（幻覚）			5
メカノッブ			5
メディアリリィ			5
モブ女Ａ	龙套女A	龍套女A	5
モブＡ？			5
モルガン軍兵士	摩根军士兵	摩根軍士兵	5
ヤガ市民Ａ	雅嘎市民A	雅嘎市民A	5
リーダー型コロンブス			5
レジスタンス少年	反抗者少年	反抗者少年	5
レジスタンス男Ｃ	反抗者男性C	反抗者男性C	5
ワルキューレ？？？			5
一般辻斬りマン			5
上級市民	上级市民	上級市民	5
下級妖精たち	下级妖精们	下級妖精們	5
不夜城のアサシン	不夜城的Assassin		5
京人			5
人形の姫君	人偶公主	人偶公主	5
人形メイド			5
住民Ｃ			5
修学旅行生			5
元気な女の子			5
円卓軍の妖精兵士	圆桌军妖精士兵	圓桌軍妖精士兵	5
匿名の戦士			5
千歳市民のお母さん			5
古代火星人Ｂ			5
名前を喪った男			5
名羊ツェルコ			5
吹奏楽部女子	吹奏乐社女生	吹奏樂社女生	5
呪腕のハサン（？）	咒腕哈桑（？）	咒腕的哈桑（？）	5
囚われた人間	被俘虏的人类	被俘虜的人類	5
