profile_id	provider	locale	voice_name	style	pitch	rate	volume	description
auto_e3c31b443b_cn	azure	zh-CN	zh-CN-YunyeNeural	serious	-1%	0.99	100	Auto male_heroic Chinese profile for 坂本龙马
auto_f169866e63_jp	azure	ja-JP	ja-JP-DaichiNeural		-3%	1.03	100	Auto male_heroic Japanese profile for ナポレオン
auto_f169866e63_cn	azure	zh-CN	zh-CN-YunyeNeural	serious	-2%	1.00	100	Auto male_heroic Chinese profile for 拿破仑
auto_f27864398e_jp	azure	ja-JP	ja-JP-DaichiNeural		-3%	0.97	100	Auto male_heroic Japanese profile for シグルド
auto_f27864398e_cn	azure	zh-CN	zh-CN-YunyeNeural	serious	-1%	0.96	100	Auto male_heroic Chinese profile for 齐格鲁德
auto_aca476b9a6_jp	azure	ja-JP	ja-JP-AoiNeural		+3%	0.98	100	Auto female_noble Japanese profile for ワルキューレ
auto_aca476b9a6_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	serious	+2%	0.98	100	Auto female_noble Chinese profile for 瓦尔基里
auto_5d2a0ae394_jp	azure	ja-JP	ja-JP-NanamiNeural		0%	0.95	100	Auto female_mystic Japanese profile for スカサハ＝スカディ
auto_5d2a0ae394_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	calm	+1%	0.93	100	Auto female_mystic Chinese profile for 斯卡哈·斯卡蒂
auto_9ce2f11bbb_jp	azure	ja-JP	ja-JP-NanamiNeural		-1%	0.93	100	Auto female_mystic Japanese profile for 謎のヒロインXX
auto_9ce2f11bbb_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	calm	+2%	0.91	100	Auto female_mystic Chinese profile for 谜之女主角XX
auto_50aa591255_jp	azure	ja-JP	ja-JP-NanamiNeural		-4%	0.92	100	Auto female_shadow Japanese profile for シトナイ
auto_50aa591255_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	serious	-1%	0.91	100	Auto female_shadow Chinese profile for 志度内
auto_b92afa5696_jp	azure	ja-JP	ja-JP-DaichiNeural		-10%	0.96	100	Auto male_gruff Japanese profile for 項羽
auto_b92afa5696_cn	azure	zh-CN	zh-CN-YunyeNeural	disgruntled	-7%	0.92	100	Auto male_gruff Chinese profile for 项羽
auto_ebba22e595_jp	azure	ja-JP	ja-JP-DaichiNeural		-2%	0.97	100	Auto male_heroic Japanese profile for 蘭陵王
auto_ebba22e595_cn	azure	zh-CN	zh-CN-YunyeNeural	serious	-5%	0.95	100	Auto male_heroic Chinese profile for 兰陵王
auto_a598ea7134_jp	azure	ja-JP	ja-JP-AoiNeural		+3%	0.99	100	Auto female_noble Japanese profile for 秦良玉
auto_a598ea7134_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	serious	-1%	0.98	100	Auto female_noble Chinese profile for 秦良玉
auto_80dcbc0d9a_jp	azure	ja-JP	ja-JP-DaichiNeural		-4%	0.99	100	Auto male_heroic Japanese profile for 始皇帝
auto_80dcbc0d9a_cn	azure	zh-CN	zh-CN-YunyeNeural	serious	-4%	0.98	100	Auto male_heroic Chinese profile for 始皇帝
auto_425d7a2f45_jp	azure	ja-JP	ja-JP-NanamiNeural		0%	0.95	100	Auto female_mystic Japanese profile for 虞美人
auto_425d7a2f45_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	calm	-4%	0.96	100	Auto female_mystic Chinese profile for 虞美人
auto_e902620e14_jp	azure	ja-JP	ja-JP-DaichiNeural		-4%	1.02	100	Auto male_heroic Japanese profile for 赤兎馬
auto_e902620e14_cn	azure	zh-CN	zh-CN-YunyeNeural	serious	-6%	0.96	100	Auto male_heroic Chinese profile for 赤兔马
auto_307fcca7aa_jp	azure	ja-JP	ja-JP-AoiNeural		+3%	0.99	100	Auto female_noble Japanese profile for ブラダマンテ
auto_307fcca7aa_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	serious	+3%	0.96	100	Auto female_noble Chinese profile for 布拉达曼特
auto_f005d35ef5_jp	azure	ja-JP	ja-JP-AoiNeural		-3%	0.97	100	Auto female_noble Japanese profile for 紅閻魔
auto_f005d35ef5_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	serious	+1%	1.00	100	Auto female_noble Chinese profile for 红阎魔
auto_2bb6e60554_jp	azure	ja-JP	ja-JP-NaokiNeural		-6%	0.92	100	Auto alter_shadow Japanese profile for 紅閻魔・オルタ
auto_2bb6e60554_cn	azure	zh-CN	zh-CN-YunxiNeural	serious	-6%	0.91	100	Auto alter_shadow Chinese profile for 红阎魔·Alter
auto_ab0c958f38_jp	azure	ja-JP	ja-JP-NanamiNeural		-2%	0.91	100	Auto female_mystic Japanese profile for 美遊・エーデルフェルト
auto_ab0c958f38_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	calm	+2%	0.91	100	Auto female_mystic Chinese profile for 美游·艾德费尔特
auto_e723f506bb_jp	azure	ja-JP	ja-JP-NanamiNeural		-4%	0.95	100	Auto female_mystic Japanese profile for 紫式部
auto_e723f506bb_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	calm	-4%	0.91	100	Auto female_mystic Chinese profile for 紫式部
auto_9f715746c6_jp	azure	ja-JP	ja-JP-NanamiNeural		-2%	0.92	100	Auto female_shadow Japanese profile for キングプロテア
auto_9f715746c6_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	serious	-1%	0.96	100	Auto female_shadow Chinese profile for Kingprotea
auto_1cdd9a01c0_jp	azure	ja-JP	ja-JP-NanamiNeural		0%	0.95	100	Auto female_mystic Japanese profile for プロテア
auto_1cdd9a01c0_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	calm	-2%	0.94	100	Auto female_mystic Chinese profile for Protea
auto_d377796a41_jp	azure	ja-JP	ja-JP-NaokiNeural		-3%	0.95	100	Auto alter_shadow Japanese profile for キングプロテア・オルタ
auto_d377796a41_cn	azure	zh-CN	zh-CN-YunxiNeural	serious	-8%	0.94	100	Auto alter_shadow Chinese profile for Kingprotea·Alter
auto_4eb2d2637d_jp	azure	ja-JP	ja-JP-NaokiNeural		-2%	0.92	100	Auto alter_shadow Japanese profile for プロテア・オルタ
auto_4eb2d2637d_cn	azure	zh-CN	zh-CN-YunxiNeural	serious	-3%	0.92	100	Auto alter_shadow Chinese profile for Protea·Alter
auto_8cba7a31c2_jp	azure	ja-JP	ja-JP-NanamiNeural		-4%	0.93	100	Auto female_mystic Japanese profile for カーマ
auto_8cba7a31c2_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	calm	+1%	0.93	100	Auto female_mystic Chinese profile for 迦摩
auto_e0c98bb85a_jp	azure	ja-JP	ja-JP-NanamiNeural	chat	+4%	0.96	100	Auto female_gentle Japanese profile for ビーストⅢ／L
auto_e0c98bb85a_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	gentle	+4%	1.01	100	Auto female_gentle Chinese profile for BeastⅢ/L
auto_c84c508d95_jp	azure	ja-JP	ja-JP-AoiNeural		-3%	0.99	100	Auto female_noble Japanese profile for 司馬懿
auto_c84c508d95_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	serious	0%	1.00	100	Auto female_noble Chinese profile for 司马懿
auto_c1f309832c_jp	azure	ja-JP	ja-JP-DaichiNeural		-6%	1.01	100	Auto male_heroic Japanese profile for ライネス
auto_c1f309832c_cn	azure	zh-CN	zh-CN-YunyeNeural	serious	-6%	0.99	100	Auto male_heroic Chinese profile for 莱妮丝
auto_257d6a7be2_jp	azure	ja-JP	ja-JP-AoiNeural		+2%	1.00	100	Auto female_noble Japanese profile for アストライア
auto_257d6a7be2_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	serious	-2%	0.94	100	Auto female_noble Chinese profile for 阿斯特赖亚
auto_cd9c710b15_jp	azure	ja-JP	ja-JP-NanamiNeural		+2%	0.91	100	Auto female_mystic Japanese profile for グレイ
auto_cd9c710b15_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	calm	-3%	0.91	100	Auto female_mystic Chinese profile for 格蕾
auto_f4b5e5dc1b_jp	azure	ja-JP	ja-JP-NanamiNeural		+1%	0.95	100	Auto female_mystic Japanese profile for 大いなる石像神
auto_f4b5e5dc1b_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	calm	+1%	0.95	100	Auto female_mystic Chinese profile for 伟大的石像神
auto_fc42c98f0e_jp	azure	ja-JP	ja-JP-AoiNeural		-2%	1.00	100	Auto female_noble Japanese profile for ラクシュミー・バーイー
auto_fc42c98f0e_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	serious	+3%	0.96	100	Auto female_noble Chinese profile for 拉克什米·芭伊
auto_bf5a8f809a_jp	azure	ja-JP	ja-JP-DaichiNeural		-7%	0.95	100	Auto male_gruff Japanese profile for ウィリアム・テル
auto_bf5a8f809a_cn	azure	zh-CN	zh-CN-YunyeNeural	disgruntled	-4%	0.92	100	Auto male_gruff Chinese profile for 威廉·退尔
auto_c3965c08b7_jp	azure	ja-JP	ja-JP-NaokiNeural		-3%	0.96	100	Auto alter_shadow Japanese profile for アルジュナ・オルタ
auto_c3965c08b7_cn	azure	zh-CN	zh-CN-YunxiNeural	serious	-3%	0.91	100	Auto alter_shadow Chinese profile for 阿周那·Alter
auto_d1a73b535d_jp	azure	ja-JP	ja-JP-NaokiNeural		-1%	0.96	100	Auto male_calm Japanese profile for アシュヴァッターマン
auto_d1a73b535d_cn	azure	zh-CN	zh-CN-YunxiNeural	serious	-2%	0.93	100	Auto male_calm Chinese profile for 马嘶
auto_770b46ec24_jp	azure	ja-JP	ja-JP-NaokiNeural		-5%	0.95	100	Auto male_calm Japanese profile for アスクレピオス
auto_770b46ec24_cn	azure	zh-CN	zh-CN-YunxiNeural	serious	-3%	0.96	100	Auto male_calm Chinese profile for 阿斯克勒庇俄斯
auto_884e73caf7_jp	azure	ja-JP	ja-JP-DaichiNeural		-5%	0.98	100	Auto male_gruff Japanese profile for 森長可
auto_884e73caf7_cn	azure	zh-CN	zh-CN-YunyeNeural	disgruntled	-8%	0.94	100	Auto male_gruff Chinese profile for 森长可
auto_513297867e_jp	azure	ja-JP	ja-JP-AoiNeural		-2%	0.98	100	Auto female_noble Japanese profile for 長尾景虎
auto_513297867e_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	serious	0%	1.00	100	Auto female_noble Chinese profile for 长尾景虎
auto_10274f357a_jp	azure	ja-JP	ja-JP-DaichiNeural		-7%	0.99	100	Auto male_heroic Japanese profile for イアソン
auto_10274f357a_cn	azure	zh-CN	zh-CN-YunyeNeural	serious	-1%	0.98	100	Auto male_heroic Chinese profile for 伊阿宋
auto_38f4804755_jp	azure	ja-JP	ja-JP-NaokiNeural		-6%	0.95	100	Auto male_calm Japanese profile for パリス
auto_38f4804755_cn	azure	zh-CN	zh-CN-YunxiNeural	serious	-5%	0.95	100	Auto male_calm Chinese profile for 帕里斯
auto_0c4b9b51e6_jp	azure	ja-JP	ja-JP-AoiNeural		0%	0.97	100	Auto female_noble Japanese profile for ガレス
auto_0c4b9b51e6_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	serious	-1%	0.98	100	Auto female_noble Chinese profile for 加雷斯
auto_d2e2493008_jp	azure	ja-JP	ja-JP-DaichiNeural		-1%	1.00	100	Auto male_heroic Japanese profile for バーソロミュー・ロバーツ
auto_d2e2493008_cn	azure	zh-CN	zh-CN-YunyeNeural	serious	-6%	0.96	100	Auto male_heroic Chinese profile for 巴沙洛缪·罗伯茨
auto_5b35df1434_jp	azure	ja-JP	ja-JP-NaokiNeural		-1%	0.95	100	Auto male_calm Japanese profile for 陳宮
auto_5b35df1434_cn	azure	zh-CN	zh-CN-YunxiNeural	serious	-2%	0.92	100	Auto male_calm Chinese profile for 陈宫
auto_cc80bd83e6_jp	azure	ja-JP	ja-JP-NanamiNeural		+2%	0.93	100	Auto female_mystic Japanese profile for シャルロット・コルデー
auto_cc80bd83e6_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	calm	-3%	0.97	100	Auto female_mystic Chinese profile for 夏洛特·科黛
auto_cc821a740f_jp	azure	ja-JP	ja-JP-NanamiNeural		-7%	0.94	100	Auto female_shadow Japanese profile for サロメ
auto_cc821a740f_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	serious	-3%	0.96	100	Auto female_shadow Chinese profile for 莎乐美
auto_ac3e3e9a5d_jp	azure	ja-JP	ja-JP-NanamiNeural		-4%	0.93	100	Auto female_shadow Japanese profile for 謎のアルターエゴ・Λ
auto_ac3e3e9a5d_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	serious	-3%	0.91	100	Auto female_shadow Chinese profile for 谜之Alterego·Λ
auto_aa2ff382cf_jp	azure	ja-JP	ja-JP-NanamiNeural		-4%	0.96	100	Auto female_mystic Japanese profile for オキタ・Ｊ・ソウジ
auto_aa2ff382cf_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	calm	-2%	0.95	100	Auto female_mystic Chinese profile for 冲田·J·总司
auto_8ed73e22e2_jp	azure	ja-JP	ja-JP-NanamiNeural		-6%	0.94	100	Auto female_shadow Japanese profile for スペース・イシュタル
auto_8ed73e22e2_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	serious	-1%	0.97	100	Auto female_shadow Chinese profile for 太空伊什塔尔
auto_037c0b2030_jp	azure	ja-JP	ja-JP-NanamiNeural		-4%	0.98	100	Auto female_cool Japanese profile for カラミティ・ジェーン
auto_037c0b2030_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	calm	0%	0.98	100	Auto female_cool Chinese profile for 灾星简
auto_deeaf06218_jp	azure	ja-JP	ja-JP-DaichiNeural		-10%	0.98	100	Auto male_gruff Japanese profile for 超人オリオン
auto_deeaf06218_cn	azure	zh-CN	zh-CN-YunyeNeural	disgruntled	-4%	0.95	100	Auto male_gruff Chinese profile for 超人俄里翁
auto_43d1c07f95_jp	azure	ja-JP	ja-JP-DaichiNeural		-5%	1.02	100	Auto male_heroic Japanese profile for マンドリカルド
auto_43d1c07f95_cn	azure	zh-CN	zh-CN-YunyeNeural	serious	-6%	0.98	100	Auto male_heroic Chinese profile for 曼迪卡尔多
auto_249146b8c5_jp	azure	ja-JP	ja-JP-AoiNeural		+3%	0.99	100	Auto female_noble Japanese profile for エウロペ
auto_249146b8c5_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	serious	+3%	1.00	100	Auto female_noble Chinese profile for 欧罗巴
auto_08e320d6ce_jp	azure	ja-JP	ja-JP-NanamiNeural		+1%	0.93	100	Auto female_mystic Japanese profile for 楊貴妃
auto_08e320d6ce_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	calm	+2%	0.91	100	Auto female_mystic Chinese profile for 杨贵妃
auto_8dab68c79d_jp	azure	ja-JP	ja-JP-NanamiNeural		-3%	0.98	100	Auto female_cool Japanese profile for 清少納言
auto_8dab68c79d_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	calm	0%	0.96	100	Auto female_cool Chinese profile for 清少纳言
auto_149319583e_jp	azure	ja-JP	ja-JP-DaichiNeural		-2%	1.01	100	Auto male_heroic Japanese profile for オデュッセウス
auto_149319583e_cn	azure	zh-CN	zh-CN-YunyeNeural	serious	-5%	0.96	100	Auto male_heroic Chinese profile for 奥德修斯
auto_f64bc659d9_jp	azure	ja-JP	ja-JP-DaichiNeural		-7%	0.94	100	Auto male_gruff Japanese profile for ディオスクロイ
auto_f64bc659d9_cn	azure	zh-CN	zh-CN-YunyeNeural	disgruntled	-8%	0.93	100	Auto male_gruff Chinese profile for 狄俄斯库里
auto_bc1b987772_jp	azure	ja-JP	ja-JP-NanamiNeural	chat	+6%	0.95	100	Auto female_gentle Japanese profile for カイニス
auto_bc1b987772_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	gentle	+3%	0.99	100	Auto female_gentle Chinese profile for 凯妮斯
auto_7d33fe6ce6_jp	azure	ja-JP	ja-JP-DaichiNeural		-10%	0.95	100	Auto male_gruff Japanese profile for ロムルス＝クィリヌス
auto_7d33fe6ce6_cn	azure	zh-CN	zh-CN-YunyeNeural	disgruntled	-4%	0.93	100	Auto male_gruff Chinese profile for 罗穆路斯·奎里努斯
auto_22e61ad897_jp	azure	ja-JP	ja-JP-NaokiNeural		-3%	0.93	100	Auto male_calm Japanese profile for ボイジャー
auto_22e61ad897_cn	azure	zh-CN	zh-CN-YunxiNeural	serious	-5%	0.92	100	Auto male_calm Chinese profile for 旅行者
auto_348ef69d8d_jp	azure	ja-JP	ja-JP-NanamiNeural		-5%	0.93	100	Auto female_shadow Japanese profile for 鬼女紅葉
auto_348ef69d8d_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	serious	-1%	0.94	100	Auto female_shadow Chinese profile for 鬼女红叶
auto_323f334db6_jp	azure	ja-JP	ja-JP-AoiNeural		-3%	1.00	100	Auto female_noble Japanese profile for 宇津見エリセ
auto_323f334db6_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	serious	+1%	0.98	100	Auto female_noble Chinese profile for 宇津见绘里濑
auto_85c1db4349_jp	azure	ja-JP	ja-JP-NanamiNeural		-2%	0.94	100	Auto female_mystic Japanese profile for アルトリア・キャスター
auto_85c1db4349_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	calm	-3%	0.92	100	Auto female_mystic Chinese profile for 阿尔托莉雅·卡斯特
auto_5451981743_jp	azure	ja-JP	ja-JP-NanamiNeural		-4%	0.99	100	Auto female_cool Japanese profile for 巴御前
auto_5451981743_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	calm	-2%	0.94	100	Auto female_cool Chinese profile for 巴御前
auto_15c45504fd_jp	azure	ja-JP	ja-JP-AoiNeural		+1%	0.96	100	Auto female_noble Japanese profile for 卑弥呼
auto_15c45504fd_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	serious	-1%	1.00	100	Auto female_noble Chinese profile for 卑弥呼
auto_f83403765a_jp	azure	ja-JP	ja-JP-DaichiNeural		-2%	1.01	100	Auto male_heroic Japanese profile for 斎藤一
auto_f83403765a_cn	azure	zh-CN	zh-CN-YunyeNeural	serious	-5%	1.01	100	Auto male_heroic Chinese profile for 斋藤一
auto_dc42c21066_jp	azure	ja-JP	ja-JP-DaichiNeural		-9%	0.94	100	Auto male_gruff Japanese profile for 織田信勝
auto_dc42c21066_cn	azure	zh-CN	zh-CN-YunyeNeural	disgruntled	-7%	0.96	100	Auto male_gruff Chinese profile for 织田信胜
auto_6ca4a66991_jp	azure	ja-JP	ja-JP-AoiNeural		-1%	1.06	100	Auto female_bright Japanese profile for ヴィンセント・ヴァン・ゴッホ
auto_6ca4a66991_cn	azure	zh-CN	zh-CN-XiaoyiNeural	cheerful	-1%	1.05	100	Auto female_bright Chinese profile for 文森特·梵高
auto_24f97eba11_jp	azure	ja-JP	ja-JP-NaokiNeural		-2%	0.92	100	Auto alter_shadow Japanese profile for 蘆屋道満
auto_24f97eba11_cn	azure	zh-CN	zh-CN-YunxiNeural	serious	-3%	0.97	100	Auto alter_shadow Chinese profile for 芦屋道满
auto_96ed43761d_jp	azure	ja-JP	ja-JP-DaichiNeural		-1%	1.01	100	Auto male_heroic Japanese profile for 渡辺綱
auto_96ed43761d_cn	azure	zh-CN	zh-CN-YunyeNeural	serious	-5%	0.96	100	Auto male_heroic Chinese profile for 渡边纲
auto_50369f511f_jp	azure	ja-JP	ja-JP-NanamiNeural	chat	+4%	1.05	100	Auto child_light Japanese profile for 伊吹童子
auto_50369f511f_cn	azure	zh-CN	zh-CN-XiaoyiNeural	cheerful	+4%	1.04	100	Auto child_light Chinese profile for 伊吹童子
auto_9c18cdd82c_jp	azure	ja-JP	ja-JP-AoiNeural		-3%	1.01	100	Auto female_noble Japanese profile for ヴリトラ
auto_9c18cdd82c_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	serious	+2%	1.00	100	Auto female_noble Chinese profile for 弗栗多
auto_007a482bb0_jp	azure	ja-JP	ja-JP-DaichiNeural		-7%	1.00	100	Auto male_heroic Japanese profile for 千子村正
auto_007a482bb0_cn	azure	zh-CN	zh-CN-YunyeNeural	serious	-6%	0.96	100	Auto male_heroic Chinese profile for 千子村正
auto_61aa8672a2_jp	azure	ja-JP	ja-JP-NaokiNeural		-3%	0.96	100	Auto male_calm Japanese profile for 平景清
auto_61aa8672a2_cn	azure	zh-CN	zh-CN-YunxiNeural	serious	-3%	0.93	100	Auto male_calm Chinese profile for 平景清
auto_30a8007c9e_jp	azure	ja-JP	ja-JP-DaichiNeural		-4%	1.03	100	Auto male_heroic Japanese profile for 鬼一法眼
auto_30a8007c9e_cn	azure	zh-CN	zh-CN-YunyeNeural	serious	-5%	0.98	100	Auto male_heroic Chinese profile for 鬼一法眼
auto_f576d7decf_jp	azure	ja-JP	ja-JP-AoiNeural		-3%	1.01	100	Auto female_noble Japanese profile for アムール
auto_f576d7decf_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	serious	+1%	0.96	100	Auto female_noble Chinese profile for 阿摩耳
auto_d2756db805_jp	azure	ja-JP	ja-JP-DaichiNeural		-5%	0.95	100	Auto male_gruff Japanese profile for カレン
auto_d2756db805_cn	azure	zh-CN	zh-CN-YunyeNeural	disgruntled	-5%	0.93	100	Auto male_gruff Chinese profile for 卡莲
auto_340e5a5b1e_jp	azure	ja-JP	ja-JP-NanamiNeural		-3%	0.92	100	Auto female_shadow Japanese profile for ガラテア
auto_340e5a5b1e_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	serious	-2%	0.96	100	Auto female_shadow Chinese profile for 伽拉忒亚
auto_17716dc333_jp	azure	ja-JP	ja-JP-NanamiNeural		-2%	0.93	100	Auto female_mystic Japanese profile for ミス・クレーン
auto_17716dc333_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	calm	+2%	0.91	100	Auto female_mystic Chinese profile for 克莱恩小姐
auto_462940dfce_jp	azure	ja-JP	ja-JP-NaokiNeural		-7%	0.94	100	Auto alter_shadow Japanese profile for 謎のアイドルX・オルタ
auto_462940dfce_cn	azure	zh-CN	zh-CN-YunxiNeural	serious	-4%	0.96	100	Auto alter_shadow Chinese profile for 谜之偶像X·Alter
auto_67166ec215_jp	azure	ja-JP	ja-JP-NanamiNeural		-1%	0.93	100	Auto female_shadow Japanese profile for モルガン
auto_67166ec215_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	serious	-5%	0.94	100	Auto female_shadow Chinese profile for 摩根
auto_85b41182c5_jp	azure	ja-JP	ja-JP-AoiNeural		+2%	0.95	100	Auto female_noble Japanese profile for 妖精騎士ガウェイン
auto_85b41182c5_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	serious	-2%	0.97	100	Auto female_noble Chinese profile for 妖精骑士高文
auto_bc4483f667_jp	azure	ja-JP	ja-JP-NanamiNeural		+1%	0.95	100	Auto female_mystic Japanese profile for バーヴァン・シー
auto_bc4483f667_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	calm	-2%	0.93	100	Auto female_mystic Chinese profile for 芭万·希
auto_3fbf8e4596_jp	azure	ja-JP	ja-JP-NanamiNeural		0%	0.99	100	Auto female_cool Japanese profile for 妖精騎士トリスタン
auto_3fbf8e4596_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	calm	+1%	0.96	100	Auto female_cool Chinese profile for 妖精骑士崔斯坦
auto_8a93a78dc7_jp	azure	ja-JP	ja-JP-NanamiNeural		-4%	0.96	100	Auto female_cool Japanese profile for バーゲスト
auto_8a93a78dc7_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	calm	-3%	0.95	100	Auto female_cool Chinese profile for 巴格斯特
auto_e69c652adc_jp	azure	ja-JP	ja-JP-AoiNeural		+3%	0.98	100	Auto female_noble Japanese profile for 妖精騎士ランスロット
auto_e69c652adc_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	serious	-2%	0.95	100	Auto female_noble Chinese profile for 妖精骑士兰斯洛特
auto_c0df2fd332_jp	azure	ja-JP	ja-JP-DaichiNeural		-3%	1.00	100	Auto male_heroic Japanese profile for パーシヴァル
auto_c0df2fd332_cn	azure	zh-CN	zh-CN-YunyeNeural	serious	-1%	0.99	100	Auto male_heroic Chinese profile for 珀西瓦尔
auto_4f13010510_jp	azure	ja-JP	ja-JP-NanamiNeural		-3%	0.95	100	Auto female_mystic Japanese profile for 光のコヤンスカヤ
auto_4f13010510_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	calm	-2%	0.94	100	Auto female_mystic Chinese profile for 光之高扬斯卡娅
auto_d763224508_jp	azure	ja-JP	ja-JP-AoiNeural		+2%	0.97	100	Auto female_noble Japanese profile for ハベトロット
auto_d763224508_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	serious	-2%	0.98	100	Auto female_noble Chinese profile for 哈贝特洛特
auto_07114f8dba_jp	azure	ja-JP	ja-JP-NaokiNeural		-1%	1.00	100	Auto male_bright Japanese profile for オベロン·ヴォーティガーン
auto_07114f8dba_cn	azure	zh-CN	zh-CN-YunxiNeural	cheerful	-3%	1.04	100	Auto male_bright Chinese profile for 奥伯龙·伏提庚
auto_1180055940_jp	azure	ja-JP	ja-JP-DaichiNeural		-10%	0.94	100	Auto male_gruff Japanese profile for ヴィイ
auto_1180055940_cn	azure	zh-CN	zh-CN-YunyeNeural	disgruntled	-3%	0.97	100	Auto male_gruff Chinese profile for 维
auto_17678d461e_jp	azure	ja-JP	ja-JP-NanamiNeural	chat	+4%	1.05	100	Auto child_light Japanese profile for ジャック・ド・モレー
auto_17678d461e_cn	azure	zh-CN	zh-CN-XiaoyiNeural	cheerful	+9%	1.06	100	Auto child_light Chinese profile for 雅克·德·莫莱
auto_764ce51d5f_jp	azure	ja-JP	ja-JP-NanamiNeural		-5%	0.99	100	Auto female_cool Japanese profile for ゼノビア
auto_764ce51d5f_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	calm	+1%	0.96	100	Auto female_cool Chinese profile for 芝诺比阿
auto_40551a6423_jp	azure	ja-JP	ja-JP-NanamiNeural		-1%	0.91	100	Auto female_mystic Japanese profile for 出雲阿国
auto_40551a6423_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	calm	+2%	0.95	100	Auto female_mystic Chinese profile for 出云阿国
auto_dac5013e5e_jp	azure	ja-JP	ja-JP-DaichiNeural		-7%	0.92	100	Auto male_gruff Japanese profile for 謎の蘭丸X
auto_dac5013e5e_cn	azure	zh-CN	zh-CN-YunyeNeural	disgruntled	-7%	0.94	100	Auto male_gruff Chinese profile for 谜之兰丸X
auto_25adf5fce8_jp	azure	ja-JP	ja-JP-DaichiNeural		-3%	1.03	100	Auto male_heroic Japanese profile for 太公望
auto_25adf5fce8_cn	azure	zh-CN	zh-CN-YunyeNeural	serious	-4%	0.97	100	Auto male_heroic Chinese profile for 太公望
auto_b038d84eba_jp	azure	ja-JP	ja-JP-AoiNeural		-3%	0.95	100	Auto female_noble Japanese profile for ドブルイニャ・ニキチッチ
auto_b038d84eba_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	serious	-1%	1.00	100	Auto female_noble Chinese profile for 多布雷尼亚·尼基季奇
auto_60ab881846_jp	azure	ja-JP	ja-JP-AoiNeural		+3%	1.07	100	Auto female_bright Japanese profile for ビーストⅣ
auto_60ab881846_cn	azure	zh-CN	zh-CN-XiaoyiNeural	cheerful	-1%	1.05	100	Auto female_bright Chinese profile for BeastⅣ
auto_9735d042d4_jp	azure	ja-JP	ja-JP-NanamiNeural		-7%	0.94	100	Auto female_shadow Japanese profile for 闇のコヤンスカヤ
auto_9735d042d4_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	serious	-6%	0.93	100	Auto female_shadow Chinese profile for 暗之高扬斯卡娅
auto_87ace05475_jp	azure	ja-JP	ja-JP-NanamiNeural		+1%	0.96	100	Auto female_mystic Japanese profile for ヘファイスティオン
